Gene,true_log2_fc,sparsity_g1,sparsity_g2,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Gene906,1.25871166092149,0.668674698795181,0.872611464968153,2.82521503488366e-16,1.88915264135514,0.331,0.127,1.0102968964744e-12
Gene907,0,0.975903614457831,0.970276008492569,0.527648828506717,-0.174193049179306,0.024,0.03,1
Gene908,0,0.801204819277108,0.842887473460722,0.0733353043930305,0.352611358446438,0.199,0.157,1
Gene909,0,0.937751004016064,0.961783439490446,0.0411155840799136,1.34392136155635,0.062,0.038,1
Gene910,0,0.955823293172691,0.961783439490446,0.623426679341905,0.459907705560957,0.044,0.038,1
Gene911,0,0.963855421686747,0.9723991507431,0.41150286118681,0.103274691901779,0.036,0.028,1
Gene912,0,0.955823293172691,0.94692144373673,0.663505429890171,-0.190308737308131,0.044,0.053,1
Gene913,0,0.91566265060241,0.927813163481953,0.396745830696102,0.45043878889717,0.084,0.072,1
Gene914,0,0.748995983935743,0.762208067940552,0.464473388596904,0.172742385351306,0.251,0.238,1
Gene915,0,0.93574297188755,0.927813163481953,0.53689720116874,-0.484417762001495,0.064,0.072,1
Gene916,0,0.839357429718876,0.83864118895966,0.813083646330913,0.194915770892709,0.161,0.161,1
Gene917,1.11018078505133,0.903614457831325,0.9723991507431,9.18823736870618e-06,2.22973105073006,0.096,0.028,0.0328571368304933
Gene918,0,0.835341365461847,0.83864118895966,0.810687817854591,0.108515026469802,0.165,0.161,1
Gene919,0,0.941767068273092,0.955414012738854,0.328950234057296,0.438668893156114,0.058,0.045,1
Gene920,0,0.903614457831325,0.904458598726115,,,,,
Gene921,-3.57178545954274,0.829317269076305,0.309978768577495,5.00453504690061e-73,-2.57522834384501,0.171,0.69,1.78962173277166e-69
Gene922,0,0.973895582329317,0.968152866242038,0.518402406081993,-0.733183260111873,0.026,0.032,1
Gene923,0,0.967871485943775,0.974522292993631,0.700064469508139,-0.155595151635881,0.032,0.025,1
Gene924,0,0.865461847389558,0.872611464968153,0.61477181515624,0.326736840769386,0.135,0.127,1
Gene925,-1.09693946874132,0.977911646586345,0.94692144373673,0.040285463158482,-0.440334321043413,0.022,0.053,1
Gene926,0,0.793172690763052,0.840764331210191,0.0269517600576721,0.637787146749976,0.207,0.159,1
Gene927,0,0.889558232931727,0.898089171974522,0.570203767026714,0.31105192057511,0.11,0.102,1
Gene928,0,0.887550200803213,0.895966029723992,0.982651263203691,-0.103666990135347,0.112,0.104,1
Gene929,0,0.853413654618474,0.89171974522293,0.0379044137633691,0.859008491581886,0.147,0.108,1
Gene930,-2.97077128434834,0.873493975903615,0.494692144373673,3.84163594581871e-41,-2.58238664811604,0.127,0.505,1.37376901422477e-37
Gene931,0,0.949799196787149,0.9447983014862,0.998075917355753,0.562953716941996,0.05,0.055,1
Gene932,0,0.877510040160643,0.86411889596603,,,,,
Gene933,0,0.809236947791165,0.853503184713376,0.053028473326878,0.501314139388334,0.191,0.146,1
Gene934,0,0.917670682730924,0.904458598726115,0.209138871691714,-0.838237344987296,0.082,0.096,1
Gene935,0,0.909638554216867,0.940552016985138,0.145367342165863,0.143850774129988,0.09,0.059,1
Gene936,0,0.987951807228916,0.997876857749469,0.0725804689862653,2.85203789778194,0.012,0.002,1
Gene937,0,0.845381526104418,0.83651804670913,,,,,
Gene938,0,0.967871485943775,0.978768577494692,0.120400799978103,1.44183170620108,0.032,0.021,1
Gene939,0,0.987951807228916,0.989384288747346,,,,,
Gene940,0,0.674698795180723,0.709129511677282,0.153175510178778,0.336661312909794,0.325,0.291,1
Gene941,-2.44362679164912,0.873493975903615,0.619957537154989,9.155870837956e-20,-1.67921664778269,0.127,0.38,3.27413941165307e-16
Gene942,1.0426281903312,0.732931726907631,0.868365180467091,6.1594648746603e-08,1.02818903212325,0.267,0.132,0.000220262463917852
Gene943,0,0.979919678714859,0.985138004246284,0.412760886882484,1.13936417059955,0.02,0.015,1
Gene944,0,0.849397590361446,0.874734607218684,0.120678495658617,0.642988263656277,0.151,0.125,1
Gene945,0,0.907630522088353,0.904458598726115,0.987226285727472,0.105437088871066,0.092,0.096,1
Gene946,0.344424827677842,0.755020080321285,0.819532908704883,0.00459933237825138,0.717791403639709,0.245,0.18,1
Gene947,3.08884104065236,0.929718875502008,0.993630573248408,1.55018941474548e-07,4.00859464978267,0.07,0.006,0.000554347734712982
Gene948,1.10808434009817,0.793172690763052,0.89171974522293,3.97512252462227e-06,1.3199404126386,0.207,0.108,0.0142150381480492
Gene949,0,0.783132530120482,0.802547770700637,0.248005705842686,0.452661018788226,0.217,0.197,1
Gene950,0,0.947791164658635,0.966029723991507,0.174766415327742,0.632010541192895,0.052,0.034,1
Gene951,0,0.825301204819277,0.840764331210191,0.321181897500295,0.429968568157928,0.175,0.159,1
Gene952,0,0.881526104417671,0.889596602972399,0.464753609845893,0.524398770455603,0.118,0.11,1
Gene953,0,0.939759036144578,0.961783439490446,0.0832777310508173,1.13521738287905,0.06,0.038,1
Gene954,0,0.803212851405623,0.834394904458599,0.214707758006161,0.312287492032708,0.197,0.166,1
Gene955,0,0.949799196787149,0.970276008492569,0.122011981357391,0.379210273385015,0.05,0.03,1
Gene956,3.65757644695309,0.907630522088353,0.993630573248408,1.90189317985562e-09,3.42501103906055,0.092,0.006,6.80117001116368e-06
Gene957,0,0.825301204819277,0.845010615711253,0.570007342194686,0.12321415583215,0.175,0.155,1
Gene958,0,0.997991967871486,1,,,,,
Gene959,0,0.889558232931727,0.902335456475584,0.757714786457243,-0.222778220269593,0.11,0.098,1
Gene960,0,0.77710843373494,0.86411889596603,0.000224594174550225,0.879070576887583,0.223,0.136,0.803148768191606
Gene961,0,0.865461847389558,0.881104033970276,0.25683902380786,0.528952602460877,0.135,0.119,1
Gene962,-3.1677901186656,0.921686746987952,0.573248407643312,2.48026358545835e-37,-3.17452058035368,0.078,0.427,8.86942258159904e-34
Gene963,0,0.779116465863454,0.819532908704883,0.0902773135699371,0.498735631473953,0.221,0.18,1
Gene964,3.07543703308938,0.927710843373494,0.989384288747346,9.15019109420645e-07,3.4547547290475,0.072,0.011,0.00327210833528823
Gene965,2.87129761717974,0.849397590361446,0.989384288747346,5.88742578127762e-16,4.36652033185294,0.151,0.011,2.10534345938488e-12
Gene966,0,0.839357429718876,0.859872611464968,0.29923661946376,0.255876990587772,0.161,0.14,1
Gene967,0,0.807228915662651,0.83651804670913,0.107567848329547,0.580689030567867,0.193,0.163,1
Gene968,0,0.811244979919679,0.83864118895966,0.13280544042517,0.561998645063406,0.189,0.161,1
Gene969,0,0.979919678714859,0.993630573248408,0.0571532485155971,2.55424688965475,0.02,0.006,1
Gene970,0.893554158702963,0.710843373493976,0.819532908704883,1.83592731063717e-05,0.988348454542821,0.289,0.18,0.0656527606283852
Gene971,0,0.943775100401606,0.957537154989384,0.310755075122882,0.467554818479443,0.056,0.042,1
Gene972,0.55199197074246,0.58433734939759,0.73036093418259,2.11589320854074e-08,1.08666760037001,0.416,0.27,7.56643411374167e-05
Gene973,0,0.975903614457831,0.963906581740977,0.373841252122572,-0.207157378716493,0.024,0.036,1
Gene974,0,0.84136546184739,0.866242038216561,0.241339398202925,0.411750608742808,0.159,0.134,1
Gene975,0,0.985943775100402,0.993630573248408,0.164748926542542,1.90484535381631,0.014,0.006,1
Gene976,0,0.891566265060241,0.923566878980892,0.0497631060097656,0.827718900722485,0.108,0.076,1
Gene977,0,0.893574297188755,0.912951167728238,0.276394879422951,0.170660509506904,0.106,0.087,1
Gene978,-0.979916870833067,0.921686746987952,0.906581740976645,0.246074474596077,-0.467664057680305,0.078,0.093,1
Gene979,3.25177664164377,0.86144578313253,0.987261146496815,1.53290720141522e-13,4.14724556850939,0.139,0.013,5.48167615226083e-10
Gene980,0,0.907630522088353,0.936305732484076,0.0838899871260004,0.62744868287877,0.092,0.064,1
Gene981,0,0.941767068273092,0.961783439490446,0.243529983671625,0.164615221014119,0.058,0.038,1
Gene982,0,0.845381526104418,0.853503184713376,0.482948139410371,0.33966418242773,0.155,0.146,1
Gene983,0,0.965863453815261,0.978768577494692,0.231045690927895,0.79381502834372,0.034,0.021,1
Gene984,-2.93866324550767,0.755020080321285,0.259023354564756,1.19267082706711e-72,-2.47155106747695,0.245,0.741,4.26499087759197e-69
Gene985,0,0.895582329317269,0.885350318471338,0.938449752436073,0.139327800353934,0.104,0.115,1
Gene986,0,0.939759036144578,0.957537154989384,0.178877863894806,0.653341005537028,0.06,0.042,1
Gene987,0,0.85140562248996,0.872611464968153,0.110224695368291,0.772307337902964,0.149,0.127,1
Gene988,0,0.684738955823293,0.719745222929936,0.178492619884726,0.21827393265613,0.315,0.28,1
Gene989,0,0.965863453815261,0.970276008492569,0.466432899060906,0.776026709113378,0.034,0.03,1
Gene990,0,0.763052208835341,0.802547770700637,0.189388293796786,0.221799573492395,0.237,0.197,1
Gene991,0,0.919678714859438,0.929936305732484,0.564714215010041,0.170171619074484,0.08,0.07,1
Gene992,0,0.827309236947791,0.847133757961784,,,,,
Gene993,0,0.837349397590361,0.853503184713376,0.361281190302942,0.610243725840213,0.163,0.146,1
Gene994,0,0.963855421686747,0.957537154989384,,,,,
Gene995,0,0.965863453815261,0.980891719745223,0.121765704783105,1.12270031681571,0.034,0.019,1
Gene996,1.10873506752878,0.889558232931727,0.968152866242038,1.16092748832963e-06,2.02498104376067,0.11,0.032,0.00415147669826677
Gene997,0,0.891566265060241,0.923566878980892,,,,,
Gene998,0,0.634538152610442,0.690021231422505,0.0376883989038071,0.300046626629531,0.365,0.31,1
Gene999,0,0.921686746987952,0.912951167728238,0.698922567103153,-0.25402411651886,0.078,0.087,1
Gene1000,0,0.895582329317269,0.900212314225053,,,,,
Gene1001,0,0.933734939759036,0.951167728237792,0.190086108393166,0.57377239444692,0.066,0.049,1
Gene1002,0,0.829317269076305,0.861995753715499,0.147034862482173,0.483609988927818,0.171,0.138,1
Gene1003,0,0.889558232931727,0.910828025477707,0.200415477319787,0.454997118313657,0.11,0.089,1
Gene1004,0,0.979919678714859,0.983014861995754,0.954542930523427,-0.636047999888267,0.02,0.017,1
Gene1005,-2.94458886931831,0.891566265060241,0.562632696390658,2.64873773993889e-32,-2.60863237980473,0.108,0.437,9.47188615802146e-29
Gene1006,0,0.813253012048193,0.861995753715499,0.016110304347298,0.498592596619516,0.187,0.138,1
Gene1007,0,0.829317269076305,0.86411889596603,0.0956269753462214,0.614733417703119,0.171,0.136,1
Gene1008,-2.93530619591622,0.933734939759036,0.583864118895966,8.48748294150936e-38,-2.98736996437977,0.066,0.416,3.03512389988375e-34
Gene1009,0,0.957831325301205,0.963906581740977,0.415656026461512,0.649377759457508,0.042,0.036,1
Gene1010,-0.891322841006289,0.929718875502008,0.859872611464968,0.00067103671414717,-1.00204753575952,0.07,0.14,1
Gene1011,0,0.93574297188755,0.974522292993631,0.00317770237910557,1.25879808579645,0.064,0.025,1
Gene1012,0,0.879518072289157,0.900212314225053,0.273521824869243,0.34405478825698,0.12,0.1,1
Gene1013,0,0.959839357429719,0.968152866242038,,,,,
Gene1014,0,0.941767068273092,0.923566878980892,0.283078612981835,-0.280542362322817,0.058,0.076,1
Gene1015,2.98313240234402,0.941767068273092,0.993630573248408,1.5093913270647e-05,2.51360302386203,0.058,0.006,0.0539758338558337
Gene1016,0,0.891566265060241,0.906581740976645,0.252241113317795,0.563492566450932,0.108,0.093,1
Gene1017,0,0.875502008032129,0.878980891719745,,,,,
Gene1018,0,0.929718875502008,0.925690021231422,,,,,
Gene1019,0,0.909638554216867,0.923566878980892,,,,,
Gene1020,0,0.92570281124498,0.925690021231422,0.796715676379158,-0.246419987480571,0.074,0.074,1
Gene1021,0,0.997991967871486,1,,,,,
Gene1022,0,0.77710843373494,0.78343949044586,,,,,
Gene1023,0.558933755252964,0.833333333333333,0.895966029723992,0.0120475800253887,0.451128510371117,0.167,0.104,1
Gene1024,-1.08182444876962,0.937751004016064,0.89171974522293,0.0178410200063654,-0.61097853313211,0.062,0.108,1
Gene1025,0,0.610441767068273,0.668789808917197,0.0224489995172571,0.375576398280462,0.39,0.331,1
Gene1026,-3.24585717467233,0.941767068273092,0.632696390658174,4.32888981475531e-32,-3.20190330441793,0.058,0.367,1.5480109977565e-28
Gene1027,0,0.879518072289157,0.889596602972399,0.488314869252631,0.394629722094027,0.12,0.11,1
Gene1028,0,0.913654618473896,0.908704883227176,0.77830619055055,-0.133942506757418,0.086,0.091,1
Gene1029,0,0.983935742971888,0.987261146496815,0.577950751714495,0.948489746931502,0.016,0.013,1
Gene1030,0,0.973895582329317,0.9723991507431,0.865832721800395,-0.27798252816677,0.026,0.028,1
Gene1031,0,0.799196787148594,0.815286624203822,0.395325926926535,0.298045182909729,0.201,0.185,1
Gene1032,0.962286090291877,0.78714859437751,0.91932059447983,1.48641648403229e-09,1.53099405730676,0.213,0.081,5.31542534689949e-06
Gene1033,-1.43477106871288,0.983935742971888,0.953290870488323,0.00750607341533763,-1.40053546437562,0.016,0.047,1
Gene1034,0,0.927710843373494,0.938428874734607,0.457859724428375,0.387149891975449,0.072,0.062,1
Gene1035,1.14017769354741,0.863453815261044,0.923566878980892,0.000817648091280332,1.10365837244814,0.137,0.076,1
Gene1036,2.96981951806029,0.78714859437751,0.955414012738854,1.971509100895e-16,3.02264848955751,0.213,0.045,7.05011654480052e-13
Gene1037,1.15316649206712,0.831325301204819,0.929936305732484,9.27787388956103e-07,1.76743127343794,0.169,0.07,0.00331776770290702
Gene1038,0,0.755020080321285,0.834394904458599,0.00075549373720801,0.865397202335308,0.245,0.166,1
Gene1039,0,0.987951807228916,0.993630573248408,,,,,
Gene1040,0,0.965863453815261,0.961783439490446,,,,,
Gene1041,0,0.803212851405623,0.800424628450106,0.807749695264408,-0.140075596053557,0.197,0.2,1
Gene1042,0,0.91566265060241,0.957537154989384,0.00515990715383817,1.38372672730324,0.084,0.042,1
Gene1043,-2.37661260849428,0.949799196787149,0.781316348195329,6.85343309704893e-13,-1.76889553321536,0.05,0.219,2.4507876755047e-09
Gene1044,-0.705941230541642,0.77710843373494,0.677282377919321,0.000287767050319299,-0.596245506682719,0.223,0.323,1
Gene1045,0,0.963855421686747,0.963906581740977,0.9553209086904,-0.196209946774543,0.036,0.036,1
Gene1046,0,0.965863453815261,0.970276008492569,0.864746919946845,-0.258863089765885,0.034,0.03,1
Gene1047,0,0.895582329317269,0.91932059447983,0.199311234332815,0.493402724525326,0.104,0.081,1
Gene1048,0.776979617471313,0.981927710843373,0.993630573248408,0.0776634714851682,2.13349560340616,0.018,0.006,1
Gene1049,0,0.923694779116466,0.94692144373673,0.301752567274564,0.272010260078023,0.076,0.053,1
Gene1050,0,0.682730923694779,0.749469214437367,0.0109262063052298,0.452803315514394,0.317,0.251,1
Gene1051,0,0.730923694779117,0.787685774946922,0.0248250139522074,0.36260381289221,0.269,0.212,1
Gene1052,0,0.837349397590361,0.845010615711253,0.640864676683141,0.130911865722118,0.163,0.155,1
Gene1053,0,0.971887550200803,0.980891719745223,0.288721646229061,1.09148254944446,0.028,0.019,1
Gene1054,0,0.927710843373494,0.940552016985138,,,,,
Gene1055,0,0.877510040160643,0.904458598726115,0.117080069054213,0.530246063215742,0.122,0.096,1
Gene1056,0,0.939759036144578,0.951167728237792,0.39062073327425,0.802665823213327,0.06,0.049,1
Gene1057,0,0.967871485943775,0.9723991507431,0.724430781856488,0.327507819131479,0.032,0.028,1
Gene1058,0,0.732931726907631,0.78343949044586,0.0529136342131806,0.4978360000621,0.267,0.217,1
Gene1059,0,0.875502008032129,0.89171974522293,,,,,
Gene1060,0,0.991967871485944,0.997876857749469,,,,,
Gene1061,0,0.726907630522088,0.794055201698514,0.00218630432003882,0.837849985550823,0.273,0.206,1
Gene1062,0,0.867469879518072,0.900212314225053,0.130666106004159,0.467703225569382,0.133,0.1,1
Gene1063,0,0.827309236947791,0.868365180467091,0.0449078551571184,0.62007813542312,0.173,0.132,1
Gene1064,-0.96400331528647,0.98995983935743,0.991507430997877,0.749104173657931,1.07877182158139,0.01,0.008,1
Gene1065,0,0.763052208835341,0.813163481953291,0.0827369785503259,0.261840544707961,0.237,0.187,1
Gene1066,-0.840110334593536,0.817269076305221,0.732484076433121,0.000918020954113384,-0.784535750144177,0.183,0.268,1
Gene1067,0,0.877510040160643,0.872611464968153,0.846321109133528,-0.160818630119574,0.122,0.127,1
Gene1068,0,0.949799196787149,0.966029723991507,0.163587406326522,0.99054469010388,0.05,0.034,1
Gene1069,0,0.91566265060241,0.923566878980892,0.503323217321028,0.574015399461044,0.084,0.076,1
Gene1070,0.333103630946662,0.985943775100402,0.993630573248408,0.217553816883749,1.41472669076559,0.014,0.006,1
Gene1071,0,0.821285140562249,0.840764331210191,0.306562535856116,0.322646232040741,0.179,0.159,1
Gene1072,0,0.933734939759036,0.961783439490446,0.0379769856274505,1.19893271338017,0.066,0.038,1
Gene1073,0,0.895582329317269,0.91932059447983,0.169300926204205,0.374551756886965,0.104,0.081,1
Gene1074,0,0.905622489959839,0.91932059447983,0.596315948403178,0.194756257842785,0.094,0.081,1
Gene1075,-3.11827156411051,0.921686746987952,0.484076433121019,2.55067901218268e-53,-3.32902017319671,0.078,0.516,9.12122814756525e-50
Gene1076,-1.2845289928526,0.917670682730924,0.840764331210191,3.98754668114349e-05,-1.39814241346233,0.082,0.159,0.142594669317691
Gene1077,0,0.789156626506024,0.798301486199575,0.552137852055916,0.292999205639952,0.211,0.202,1
Gene1078,0,0.949799196787149,0.951167728237792,0.852813306531097,0.31731178604632,0.05,0.049,1
Gene1079,0,0.945783132530121,0.940552016985138,0.861265966500345,0.169617509141001,0.054,0.059,1
Gene1080,0,0.92570281124498,0.970276008492569,0.000368618183280575,2.17754977751773,0.074,0.03,1
Gene1081,-0.772344826246045,0.987951807228916,0.970276008492569,0.0361700772030777,-2.14605639329664,0.012,0.03,1
Gene1082,0,0.825301204819277,0.840764331210191,0.427342421331376,0.313416473105392,0.175,0.159,1
Gene1083,0,0.957831325301205,0.9723991507431,0.243019094935085,0.866252022883791,0.042,0.028,1
Gene1084,0,0.909638554216867,0.921443736730361,0.518591522395738,0.271416082845841,0.09,0.079,1
Gene1085,0,0.771084337349398,0.802547770700637,0.323959503516265,0.206838632875948,0.229,0.197,1
Gene1086,0,0.965863453815261,0.957537154989384,0.466407666522336,-0.576871888478369,0.034,0.042,1
Gene1087,0,0.8714859437751,0.870488322717622,0.899039848871933,0.121071923857226,0.129,0.13,1
Gene1088,0,0.773092369477912,0.806794055201699,0.218162716322728,0.121927688200971,0.227,0.193,1
Gene1089,0,0.869477911646586,0.895966029723992,0.214817390409464,0.32803946946236,0.131,0.104,1
Gene1090,0,0.991967871485944,0.989384288747346,0.619817576614949,-0.900377388998479,0.008,0.011,1
Gene1091,0,0.869477911646586,0.872611464968153,0.615299915454324,0.249012349778989,0.131,0.127,1
Gene1092,0,0.979919678714859,0.983014861995754,0.607826823900065,0.564739519037623,0.02,0.017,1
Gene1093,0,0.654618473895582,0.749469214437367,0.00176865913547845,0.448893715522929,0.345,0.251,1
Gene1094,0,0.873493975903615,0.89171974522293,0.328152845521518,0.365058453506149,0.127,0.108,1
Gene1095,0,0.809236947791165,0.834394904458599,0.525653007277216,-0.153999199230206,0.191,0.166,1
Gene1096,0,0.815261044176707,0.851380042462845,0.146281940433232,0.535043584776091,0.185,0.149,1
Gene1097,-3.22695985191319,0.933734939759036,0.600849256900212,2.65855919369251e-35,-3.21961249535254,0.066,0.399,9.50700767664442e-32
Gene1098,0,0.963855421686747,0.976645435244161,0.24919140870472,0.669536916208233,0.036,0.023,1
Gene1099,0,0.899598393574297,0.929936305732484,0.0600502255248018,0.996162487517702,0.1,0.07,1
Gene1100,0,0.825301204819277,0.866242038216561,0.134331707427274,0.276840236438637,0.175,0.134,1
Gene1101,0,0.923694779116466,0.963906581740977,0.00718199261510291,1.01335222027173,0.076,0.036,1
Gene1102,0,0.698795180722892,0.73036093418259,,,,,
Gene1103,0,0.819277108433735,0.845010615711253,0.181408776091078,0.37458434906311,0.181,0.155,1
Gene1104,0,0.941767068273092,0.9723991507431,0.010796106305164,1.44188621457513,0.058,0.028,1
Gene1105,-2.36960830190439,0.853413654618474,0.592356687898089,7.7253545071848e-22,-1.8756942894756,0.147,0.408,2.76258677176929e-18
Gene1106,0,0.847389558232932,0.866242038216561,,,,,
Gene1107,0,0.919678714859438,0.934182590233546,0.260296767721175,0.679674586471214,0.08,0.066,1
Gene1108,3.11423082866759,0.867469879518072,0.978768577494692,7.88409580382942e-11,2.83064226222071,0.133,0.021,2.8193526594494e-07
Gene1109,0,0.821285140562249,0.851380042462845,,,,,
Gene1110,-3.27426185092763,0.895582329317269,0.456475583864119,4.3187481739743e-53,-2.9728472158104,0.104,0.544,1.54438434701321e-49
Gene1111,0,0.913654618473896,0.934182590233546,0.0741972243130323,1.28711300365186,0.086,0.066,1
Gene1112,0,0.84136546184739,0.859872611464968,0.361690704042214,0.288593950254388,0.159,0.14,1
Gene1113,0,0.847389558232932,0.870488322717622,0.185692467970896,0.539626860633502,0.153,0.13,1
Gene1114,0.784665526815916,0.763052208835341,0.887473460721868,5.642310251786e-07,1.02511489921606,0.237,0.113,0.00201769014603867
Gene1115,1.22101319473593,0.991967871485944,0.989384288747346,0.711806516706315,-0.273701610025956,0.008,0.011,1
Gene1116,0,0.973895582329317,0.968152866242038,0.883951316833791,0.680592618707541,0.026,0.032,1
Gene1117,0,0.983935742971888,0.993630573248408,0.145546278023869,1.40892555578298,0.016,0.006,1
Gene1118,0,0.983935742971888,0.985138004246284,0.893493697948553,-0.487168650250498,0.016,0.015,1
Gene1119,0,0.949799196787149,0.955414012738854,,,,,
Gene1120,-0.277874394071686,0.903614457831325,0.887473460721868,0.443409657312684,-0.107395287623198,0.096,0.113,1
Gene1121,0,0.927710843373494,0.929936305732484,0.806469500376288,0.252976259573629,0.072,0.07,1
Gene1122,0,0.921686746987952,0.936305732484076,0.413138673751465,0.138057653738079,0.078,0.064,1
Gene1123,0,0.975903614457831,0.991507430997877,0.0301940198978903,2.35169480750156,0.024,0.008,1
Gene1124,0,0.873493975903615,0.851380042462845,,,,,
Gene1125,1.24057492876316,0.823293172690763,0.893842887473461,0.000858840751342886,0.995962246189897,0.177,0.106,1
Gene1126,0,0.748995983935743,0.779193205944798,0.308654580600311,0.153072678326872,0.251,0.221,1
Gene1127,0,0.769076305220884,0.828025477707007,0.0275264489158454,0.450871856337375,0.231,0.172,1
Gene1128,0,0.883534136546185,0.898089171974522,0.275421919792777,0.44861968058861,0.116,0.102,1
Gene1129,0,0.943775100401606,0.961783439490446,0.0973387199446713,1.71278735255411,0.056,0.038,1
Gene1130,0,0.805220883534137,0.881104033970276,0.00249209959795308,0.54280935321585,0.195,0.119,1
Gene1131,0,0.845381526104418,0.861995753715499,0.370809238070222,0.326422504272192,0.155,0.138,1
Gene1132,0,0.911646586345381,0.900212314225053,0.656743252137207,0.124010264323016,0.088,0.1,1
Gene1133,0,0.831325301204819,0.866242038216561,0.155585140398995,0.255509100284046,0.169,0.134,1
Gene1134,0,0.985943775100402,0.993630573248408,0.192808324018101,1.73767077325397,0.014,0.006,1
Gene1135,0,0.77710843373494,0.770700636942675,0.958664213283203,0.200731902399203,0.223,0.229,1
Gene1136,0,0.951807228915663,0.932059447983015,0.366530593957027,-0.122849142766369,0.048,0.068,1
Gene1137,0,0.98995983935743,0.976645435244161,0.0637103206212396,-2.08463246181904,0.01,0.023,1
Gene1138,0,0.901606425702811,0.940552016985138,0.0140173320045012,1.13376367785925,0.098,0.059,1
Gene1139,0,0.919678714859438,0.938428874734607,0.13573288554206,0.938532867913563,0.08,0.062,1
Gene1140,0,0.971887550200803,0.963906581740977,0.501143023612172,-0.33567593738785,0.028,0.036,1
Gene1141,0,0.897590361445783,0.932059447983015,0.105457715853081,0.185215426183744,0.102,0.068,1
Gene1142,0,0.867469879518072,0.874734607218684,,,,,
Gene1143,0,0.746987951807229,0.787685774946922,,,,,
Gene1144,0,1,1,,,,,
Gene1145,0,0.77710843373494,0.777070063694268,0.940654592159159,0.163431375421817,0.223,0.223,1
Gene1146,0,0.779116465863454,0.815286624203822,,,,,
Gene1147,0,0.839357429718876,0.874734607218684,0.143338200830109,0.328603929499674,0.161,0.125,1
Gene1148,0,0.746987951807229,0.779193205944798,0.20847369418959,0.247214758506769,0.253,0.221,1
Gene1149,0,0.897590361445783,0.940552016985138,0.00413457352411588,1.37513596935417,0.102,0.059,1
Gene1150,-0.613363421326926,0.959839357429719,0.949044585987261,0.55330226772867,-0.234270381884802,0.04,0.051,1
Gene1151,0,0.945783132530121,0.974522292993631,0.0120271011414933,1.51275927244727,0.054,0.025,1
Gene1152,0,0.903614457831325,0.912951167728238,0.496699212215741,0.403929194739081,0.096,0.087,1
Gene1153,3.19854132222483,0.977911646586345,1,0.00123131400131666,7.50497315085955,0.022,0,1
Gene1154,0,0.951807228915663,0.957537154989384,0.982034854109272,-0.407978818962905,0.048,0.042,1
Gene1155,2.55062779398367,0.983935742971888,1,0.00507645071744318,7.2301897233474,0.016,0,1
Gene1156,0,0.957831325301205,0.974522292993631,0.134905530669123,0.656577301009045,0.042,0.025,1
Gene1157,0,0.93574297188755,0.94692144373673,,,,,
Gene1158,0,0.847389558232932,0.859872611464968,,,,,
Gene1159,0,0.971887550200803,0.970276008492569,0.75485015625255,1.01516040234226,0.028,0.03,1
Gene1160,0,0.775100401606426,0.785562632696391,0.554022729489457,0.105318695012032,0.225,0.214,1
Gene1161,0,0.847389558232932,0.870488322717622,,,,,
Gene1162,0,0.913654618473896,0.932059447983015,0.10098646513443,0.838928219826796,0.086,0.068,1
Gene1163,0,0.911646586345381,0.908704883227176,,,,,
Gene1164,-1.18235138396448,0.969879518072289,0.938428874734607,0.0110870528073421,-1.4744111401822,0.03,0.062,1
Gene1165,1.0881879478084,0.943775100401606,0.980891719745223,0.00423473838909085,1.06473072398726,0.056,0.019,1
Gene1166,0,0.518072289156627,0.537154989384289,0.133983272001949,0.374383506570622,0.482,0.463,1
Gene1167,0,0.819277108433735,0.853503184713376,0.161202484139889,0.308628354589068,0.181,0.146,1
Gene1168,0,0.995983935742972,0.997876857749469,,,,,
Gene1169,0,0.991967871485944,0.989384288747346,0.634909487561973,-0.615311132163618,0.008,0.011,1
Gene1170,0,0.881526104417671,0.908704883227176,0.0796158894272685,1.07946458291636,0.118,0.091,1
Gene1171,0,0.891566265060241,0.906581740976645,0.42237511736759,0.137246433826724,0.108,0.093,1
Gene1172,0,0.630522088353414,0.681528662420382,0.0965985625955373,0.280799136126364,0.369,0.318,1
Gene1173,0,0.823293172690763,0.849256900212314,0.241550405462449,0.374811582657778,0.177,0.151,1
Gene1174,0,0.879518072289157,0.906581740976645,0.102957554005574,0.695127927236164,0.12,0.093,1
Gene1175,0,0.903614457831325,0.883227176220807,0.359467797215003,-0.228705345499753,0.096,0.117,1
Gene1176,0,0.957831325301205,0.959660297239915,0.661638922134976,0.549321642658902,0.042,0.04,1
Gene1177,0,0.901606425702811,0.938428874734607,0.063680498539718,0.274021443875176,0.098,0.062,1
Gene1178,0,0.92570281124498,0.91932059447983,,,,,
Gene1179,0,0.933734939759036,0.940552016985138,0.636453433258721,0.260646813249653,0.066,0.059,1
Gene1180,-3.34204957012411,0.979919678714859,0.868365180467091,2.19597096655255e-10,-2.79445675483067,0.02,0.132,7.85279217639193e-07
Gene1181,0,0.793172690763052,0.847133757961784,0.0194955826096421,0.532942831811136,0.207,0.153,1
Gene1182,0,0.877510040160643,0.889596602972399,0.557469952695804,0.289908747939897,0.122,0.11,1
Gene1183,2.83867374222486,0.971887550200803,0.997876857749469,0.00113434807362519,3.46070637196114,0.028,0.002,1
Gene1184,0,0.957831325301205,0.966029723991507,0.379897242675885,0.455903195706719,0.042,0.034,1
