method,accuracy,precision,recall,tpr,tnr,fpr,fnr,f1,dispersion,rep_no
Scanpy wilcoxon,0.08133333333333333,0.08407994486560992,0.7134502923976608,0.7134502923976608,0.0,1.0,0.28654970760233917,0.1504315659679408,1.0,0
DELN,0.9446666666666667,0.7034482758620689,0.7183098591549296,0.7183098591549296,0.9683357879234168,0.03166421207658321,0.28169014084507044,0.710801393728223,1.0,1
Scanpy t-test,0.07066666666666667,0.07240437158469945,0.7464788732394366,0.7464788732394366,0.0,1.0,0.2535211267605634,0.1320049813200498,1.0,1
Scanpy t-test_overestim_var,0.07066666666666667,0.07240437158469945,0.7464788732394366,0.7464788732394366,0.0,1.0,0.2535211267605634,0.1320049813200498,1.0,1
Scanpy wilcoxon,0.07133333333333333,0.07303754266211604,0.7535211267605634,0.7535211267605634,0.0,1.0,0.24647887323943662,0.13316739265712507,1.0,1
DELN,0.9633333333333334,0.7459016393442623,0.7913043478260869,0.7913043478260869,0.9776173285198556,0.022382671480144403,0.20869565217391303,0.7679324894514769,1.0,2
Scanpy t-test,0.056,0.05718175629680054,0.7304347826086957,0.7304347826086957,0.0,1.0,0.26956521739130435,0.10606060606060605,1.0,2
Scanpy t-test_overestim_var,0.056,0.05718175629680054,0.7304347826086957,0.7304347826086957,0.0,1.0,0.26956521739130435,0.10606060606060605,1.0,2
Scanpy wilcoxon,0.05466666666666667,0.05589638718473074,0.7130434782608696,0.7130434782608696,0.0,1.0,0.28695652173913044,0.10366624525916561,1.0,2
DELN,0.9186666666666666,0.5528846153846154,0.7986111111111112,0.7986111111111112,0.9314159292035398,0.06858407079646017,0.2013888888888889,0.6534090909090909,1.0,3
Scanpy t-test,0.076,0.07755102040816327,0.7916666666666666,0.7916666666666666,0.0,1.0,0.20833333333333334,0.14126394052044608,1.0,3
Scanpy t-test_overestim_var,0.076,0.07755102040816327,0.7916666666666666,0.7916666666666666,0.0,1.0,0.20833333333333334,0.14126394052044608,1.0,3
Scanpy wilcoxon,0.07266666666666667,0.07440273037542662,0.7569444444444444,0.7569444444444444,0.0,1.0,0.24305555555555555,0.13548788067122436,1.0,3
DELN,0.9206666666666666,0.5888324873096447,0.7532467532467533,0.7532467532467533,0.9398216939078752,0.060178306092124816,0.24675324675324675,0.660968660968661,1.0,4
Scanpy t-test,0.08066666666666666,0.08248125426039536,0.7857142857142857,0.7857142857142857,0.0,1.0,0.21428571428571427,0.14929056138186303,1.0,4
Scanpy t-test_overestim_var,0.08066666666666666,0.08248125426039536,0.7857142857142857,0.7857142857142857,0.0,1.0,0.21428571428571427,0.14929056138186303,1.0,4
Scanpy wilcoxon,0.07666666666666666,0.07871321013004791,0.7467532467532467,0.7467532467532467,0.0,1.0,0.2532467532467532,0.14241486068111453,1.0,4
DELN,0.9306666666666666,0.6458333333333334,0.775,0.775,0.9492537313432836,0.050746268656716415,0.225,0.7045454545454546,1.0,5
Scanpy t-test,0.08466666666666667,0.08657123381049761,0.79375,0.79375,0.0,1.0,0.20625,0.15611555009219422,1.0,5
Scanpy t-test_overestim_var,0.08466666666666667,0.08657123381049761,0.79375,0.79375,0.0,1.0,0.20625,0.15611555009219422,1.0,5
Scanpy wilcoxon,0.07533333333333334,0.07777013076393668,0.70625,0.70625,0.0,1.0,0.29375,0.14011159330440173,1.0,5
DELN,0.9473333333333334,0.6887417218543046,0.7647058823529411,0.7647058823529411,0.9655425219941349,0.0344574780058651,0.23529411764705882,0.7247386759581882,1.0,6
Scanpy t-test,0.07333333333333333,0.07462686567164178,0.8088235294117647,0.8088235294117647,0.0,1.0,0.19117647058823528,0.13664596273291924,1.0,6
Scanpy t-test_overestim_var,0.07333333333333333,0.07462686567164178,0.8088235294117647,0.8088235294117647,0.0,1.0,0.19117647058823528,0.13664596273291924,1.0,6
Scanpy wilcoxon,0.07266666666666667,0.07399864222674814,0.8014705882352942,0.8014705882352942,0.0,1.0,0.19852941176470587,0.13548788067122436,1.0,6
DELN,0.9186666666666666,0.5981735159817352,0.793939393939394,0.793939393939394,0.9340823970037453,0.06591760299625468,0.20606060606060606,0.6822916666666667,1.0,7
Scanpy t-test,0.084,0.08624229979466119,0.7636363636363637,0.7636363636363637,0.0,1.0,0.23636363636363636,0.15498154981549814,1.0,7
Scanpy t-test_overestim_var,0.084,0.08624229979466119,0.7636363636363637,0.7636363636363637,0.0,1.0,0.23636363636363636,0.15498154981549814,1.0,7
Scanpy wilcoxon,0.08666666666666667,0.08873720136518772,0.7878787878787878,0.7878787878787878,0.0,1.0,0.21212121212121213,0.15950920245398773,1.0,7
DELN,0.9393333333333334,0.6374269005847953,0.7898550724637681,0.7898550724637681,0.9544787077826725,0.04552129221732746,0.21014492753623187,0.7055016181229773,1.0,8
Scanpy t-test,0.06866666666666667,0.07030716723549488,0.7463768115942029,0.7463768115942029,0.0,1.0,0.2536231884057971,0.12850904553961323,1.0,8
Scanpy t-test_overestim_var,0.06866666666666667,0.07030716723549488,0.7463768115942029,0.7463768115942029,0.0,1.0,0.2536231884057971,0.12850904553961323,1.0,8
Scanpy wilcoxon,0.06866666666666667,0.07030716723549488,0.7463768115942029,0.7463768115942029,0.0,1.0,0.2536231884057971,0.12850904553961323,1.0,8
DELN,0.9293333333333333,0.657608695652174,0.7378048780487805,0.7378048780487805,0.9528443113772455,0.04715568862275449,0.2621951219512195,0.6954022988505748,1.0,9
Scanpy t-test,0.08933333333333333,0.09115646258503401,0.8170731707317073,0.8170731707317073,0.0,1.0,0.18292682926829268,0.16401468788249693,1.0,9
Scanpy t-test_overestim_var,0.08933333333333333,0.09115646258503401,0.8170731707317073,0.8170731707317073,0.0,1.0,0.18292682926829268,0.16401468788249693,1.0,9
Scanpy wilcoxon,0.08733333333333333,0.08929788684389911,0.7987804878048781,0.7987804878048781,0.0,1.0,0.20121951219512196,0.16063764561618638,1.0,9
DELN,0.926,0.6321243523316062,0.7530864197530864,0.7530864197530864,0.9469357249626308,0.053064275037369206,0.24691358024691357,0.6873239436619718,1.0,10
Scanpy t-test,0.092,0.09349593495934959,0.8518518518518519,0.8518518518518519,0.0,1.0,0.14814814814814814,0.16849816849816848,1.0,10
Scanpy t-test_overestim_var,0.092,0.09349593495934959,0.8518518518518519,0.8518518518518519,0.0,1.0,0.14814814814814814,0.16849816849816848,1.0,10
Scanpy wilcoxon,0.08666666666666667,0.0885558583106267,0.8024691358024691,0.8024691358024691,0.0,1.0,0.19753086419753085,0.15950920245398773,1.0,10
DELN,0.9573333333333334,0.7950819672131147,0.7132352941176471,0.7132352941176471,0.9816715542521994,0.018328445747800588,0.2867647058823529,0.751937984496124,1.0,11
Scanpy t-test,0.07066666666666667,0.07210884353741497,0.7794117647058824,0.7794117647058824,0.0,1.0,0.22058823529411764,0.1320049813200498,1.0,11
Scanpy t-test_overestim_var,0.07066666666666667,0.07210884353741497,0.7794117647058824,0.7794117647058824,0.0,1.0,0.22058823529411764,0.1320049813200498,1.0,11
Scanpy wilcoxon,0.068,0.06957708049113233,0.75,0.75,0.0,1.0,0.25,0.12734082397003746,1.0,11
DELN,0.9073333333333333,0.5536480686695279,0.7865853658536586,0.7865853658536586,0.9221556886227545,0.07784431137724551,0.21341463414634146,0.6498740554156172,1.0,12
Scanpy t-test,0.08,0.08241758241758242,0.7317073170731707,0.7317073170731707,0.0,1.0,0.2682926829268293,0.14814814814814814,1.0,12
Scanpy t-test_overestim_var,0.08,0.08241758241758242,0.7317073170731707,0.7317073170731707,0.0,1.0,0.2682926829268293,0.14814814814814814,1.0,12
Scanpy wilcoxon,0.07266666666666667,0.0754325259515571,0.6646341463414634,0.6646341463414634,0.0,1.0,0.3353658536585366,0.13548788067122436,1.0,12
DELN,0.932,0.6310160427807486,0.7814569536423841,0.7814569536423841,0.9488510007412898,0.05114899925871016,0.2185430463576159,0.6982248520710059,1.0,13
Scanpy t-test,0.08133333333333333,0.08293677770224338,0.8079470198675497,0.8079470198675497,0.0,1.0,0.19205298013245034,0.1504315659679408,1.0,13
Scanpy t-test_overestim_var,0.08133333333333333,0.08293677770224338,0.8079470198675497,0.8079470198675497,0.0,1.0,0.19205298013245034,0.1504315659679408,1.0,13
Scanpy wilcoxon,0.082,0.08355978260869565,0.8145695364238411,0.8145695364238411,0.0,1.0,0.18543046357615894,0.15157116451016633,1.0,13
DELN,0.9186666666666666,0.5706806282722513,0.7315436241610739,0.7315436241610739,0.9393042190969653,0.06069578090303479,0.2684563758389262,0.6411764705882353,1.0,14
Scanpy t-test,0.08066666666666666,0.08220108695652174,0.8120805369127517,0.8120805369127517,0.0,1.0,0.18791946308724833,0.14929056138186306,1.0,14
Scanpy t-test_overestim_var,0.08066666666666666,0.08220108695652174,0.8120805369127517,0.8120805369127517,0.0,1.0,0.18791946308724833,0.14929056138186306,1.0,14
Scanpy wilcoxon,0.074,0.0759233926128591,0.7449664429530202,0.7449664429530202,0.0,1.0,0.2550335570469799,0.13780260707635011,1.0,14
DELN,0.9106666666666666,0.5638766519823789,0.7852760736196319,0.7852760736196319,0.9259536275243081,0.07404637247569185,0.2147239263803681,0.6564102564102564,1.0,15
Scanpy t-test,0.08866666666666667,0.09047619047619047,0.8159509202453987,0.8159509202453987,0.0,1.0,0.18404907975460122,0.16289038579301898,1.0,15
Scanpy t-test_overestim_var,0.08866666666666667,0.09047619047619047,0.8159509202453987,0.8159509202453987,0.0,1.0,0.18404907975460122,0.16289038579301898,1.0,15
Scanpy wilcoxon,0.084,0.0861244019138756,0.7730061349693251,0.7730061349693251,0.0,1.0,0.22699386503067484,0.15498154981549817,1.0,15
DELN,0.94,0.64375,0.7573529411764706,0.7573529411764706,0.9582111436950147,0.041788856304985335,0.2426470588235294,0.6959459459459459,1.0,16
Scanpy t-test,0.07066666666666667,0.07210884353741497,0.7794117647058824,0.7794117647058824,0.0,1.0,0.22058823529411764,0.1320049813200498,1.0,16
Scanpy t-test_overestim_var,0.07066666666666667,0.07210884353741497,0.7794117647058824,0.7794117647058824,0.0,1.0,0.22058823529411764,0.1320049813200498,1.0,16
Scanpy wilcoxon,0.06866666666666667,0.07021131561008861,0.7573529411764706,0.7573529411764706,0.0,1.0,0.2426470588235294,0.1285090455396132,1.0,16
DELN,0.9293333333333333,0.6354166666666666,0.7721518987341772,0.7721518987341772,0.9478390461997019,0.05216095380029806,0.22784810126582278,0.6971428571428571,1.0,17
Scanpy t-test,0.08,0.08207934336525308,0.759493670886076,0.759493670886076,0.0,1.0,0.24050632911392406,0.14814814814814814,1.0,17
Scanpy t-test_overestim_var,0.08,0.08207934336525308,0.759493670886076,0.759493670886076,0.0,1.0,0.24050632911392406,0.14814814814814814,1.0,17
Scanpy wilcoxon,0.08133333333333333,0.08333333333333333,0.7721518987341772,0.7721518987341772,0.0,1.0,0.22784810126582278,0.15043156596794077,1.0,17
DELN,0.9333333333333333,0.6105263157894737,0.8169014084507042,0.8169014084507042,0.9455081001472754,0.054491899852724596,0.18309859154929578,0.6987951807228917,1.0,18
Scanpy t-test,0.072,0.07366984993178717,0.7605633802816901,0.7605633802816901,0.0,1.0,0.23943661971830985,0.13432835820895522,1.0,18
Scanpy t-test_overestim_var,0.072,0.07366984993178717,0.7605633802816901,0.7605633802816901,0.0,1.0,0.23943661971830985,0.13432835820895522,1.0,18
Scanpy wilcoxon,0.07,0.07177033492822966,0.7394366197183099,0.7394366197183099,0.0,1.0,0.2605633802816901,0.1308411214953271,1.0,18
DELN,0.91,0.5405405405405406,0.7843137254901961,0.7843137254901961,0.9242761692650334,0.0757238307349666,0.21568627450980393,0.6399999999999999,1.0,19
Scanpy t-test,0.07333333333333333,0.07549759780370624,0.7189542483660131,0.7189542483660131,0.0,1.0,0.28104575163398693,0.13664596273291924,1.0,19
Scanpy t-test_overestim_var,0.07333333333333333,0.07549759780370624,0.7189542483660131,0.7189542483660131,0.0,1.0,0.28104575163398693,0.13664596273291924,1.0,19
Scanpy wilcoxon,0.07466666666666667,0.07676490747087046,0.7320261437908496,0.7320261437908496,0.0,1.0,0.2679738562091503,0.13895781637717122,1.0,19
