,logFC,logCPM,F,PValue,FDR
LAP3,-0.9371636449749335,5.720900202490636,27.737771135499447,6.17450595399299e-05,0.00036469648716809744
PDCD6,-0.6371301304438752,8.227074227799683,27.578160771804274,6.314445823507702e-05,0.0003721483281288098
EIF4EBP1,-1.1430827947385358,5.990193215227394,27.542921148651253,6.36890852404094e-05,0.0003740374171139793
SNX9,-1.0811005465686965,7.060737793660384,27.49116576539888,6.43061639062302e-05,0.0003769461691094365
SLC39A3,-1.0176164317806966,5.734812811910477,27.238156910509986,6.810518478404959e-05,0.00039739249144188945
CMSS1,-0.8324602943906302,6.690614779069883,27.209667220670852,6.819749613592086e-05,0.00039739249144188945
RRP7A,-0.8227653806458698,6.820887198766052,27.1951530201238,6.830785313314545e-05,0.00039739249144188945
TPI1,-0.6194773405292789,8.750419491007644,27.14403536306036,6.882560392760109e-05,0.00039965336614620144
GAR1,-1.1060758468616791,5.616627628368484,27.13606267065283,6.951022020376159e-05,0.0004028729054880938
SP140,-1.115396502390576,5.659204431454527,27.0331225895517,7.083546263460576e-05,0.00040978646140954174
LYPLAL1,-1.0787033353064723,5.2425823848958775,27.010910904232638,7.121249775811044e-05,0.00041119903089804444
UTP6,-1.0453461485996451,5.3906748131815085,26.61902749445345,7.22200138192692e-05,0.00041624011689131874
NIPA2,-0.929005568645766,6.407265616385149,26.850134586680582,7.329955201967809e-05,0.00042089445918535
CD97,-1.237547392453985,5.426839694016901,25.743647794813466,8.328875918385862e-05,0.0004756064754133624
YWHAH,-0.9987754719296503,6.579827266760491,26.08154023239113,8.545541943488369e-05,0.0004859771532801523
APPL1,-1.0195154477230417,5.705360702910713,26.072570497505897,8.605554441149955e-05,0.00048780569588569803
TAGAP,-0.7563877668736468,6.822653117497672,25.930630281161196,8.834158885361192e-05,0.00049984866088104
BLOC1S2,-0.7213899103234206,7.228264744915023,25.886688146916537,8.88982126155382e-05,0.0005006495653283523
ARF6,-0.7442986081707414,7.764306629058611,25.770499838720383,9.098774121370695e-05,0.0005110835917539438
TUFM,-0.6070780821051126,7.994099024629922,25.70306145654188,9.224543525828899e-05,0.0005153422782028961
CFL1,-0.4507225979770157,9.736892001599413,25.590991502121476,9.438254758170949e-05,0.0005253848646859547
ARHGAP25,-1.1463630215189187,5.329411452403861,25.57240090239071,9.498816077105435e-05,0.0005278067461156431
CHCHD1,-0.8194706117317783,5.892915271243128,25.578745095916705,9.525852791776078e-05,0.0005283604729488702
MRPL14,-0.7177225005753787,6.954499091940047,25.47999899778877,9.694628756442701e-05,0.0005358013571641101
NAGK,-0.901437698494655,5.738396430658706,25.446102863119577,9.772943265877534e-05,0.0005391668343652579
NUTF2,-0.7927284552963336,6.7368559135361235,25.122558594140262,0.00010458431872291284,0.0005739157206514455
BTG2,-0.714605738920644,7.441074931144626,24.8799882476741,0.00010967310268295938,0.0005965522896375382
DDX21,-1.0448693358796721,6.5669417150944485,24.858586163324212,0.00011053035905129769,0.0006001604583574848
ZNF775,-1.0154804038474226,5.442466036918405,24.74612043677848,0.00011391380549704618,0.0006174487355750577
ARL2,-0.8368928952521351,6.508622249014656,24.137757072660303,0.0001287396319645738,0.0006917520155040902
IMP4,-0.7308380814628127,6.625819249939605,23.98967124287326,0.0001330635918664248,0.0007112812035001463
TSTA3,-0.9014067464715623,6.377939976324852,23.931915892454956,0.00013462259076559723,0.0007183739972750404
ATXN10,-0.8150419697709391,6.426338421315553,23.77626044740631,0.00013926295220748053,0.0007393118989402268
SET,-0.7870827635449607,6.410355934652522,23.68961805135863,0.00014207147907260056,0.0007529301844686623
HMGB1,-0.4671072935915532,10.029955396960085,23.438821489478418,0.00014926309464999507,0.0007856620373158753
AKR1B1,-0.7201977945241125,6.931283823785161,23.397001896490156,0.00015078237369542513,0.0007909685535378657
ATIC,-1.2057221221294052,5.571217028801615,23.374010943106946,0.00015251519368967545,0.0007987047791362869
IFRD2,-0.8886935473880574,6.0368969849837,23.226638008866956,0.00015711798665253164,0.000821419203867543
GLRX3,-0.7502521813316055,6.767221661453038,23.033560349230665,0.00016348432657134926,0.0008518249002328719
SEC61B,-0.5036134166985384,8.447562484374005,23.004368917248033,0.00016428985342817128,0.0008545833552272103
ETFA,-0.7744955725655833,6.060025838119167,23.008599075638628,0.0001648685326893665,0.0008561545447543444
COX17,-0.7152861721207328,6.632130480290644,22.84478221434762,0.0001706777959022537,0.0008818827684765864
GDI2,-0.6250713562138731,8.174822764965503,22.64354069035745,0.0001780223029991556,0.000913729730982399
EPSTI1,-1.0065372555681633,5.771177468534757,22.27322232809481,0.00019171258819002617,0.0009775131144120774
RELB,-0.9828295052430251,6.177165382862761,22.14792310559215,0.00019985144865550646,0.0010073945172455903
MRPL4,-0.9305355525928581,5.802180474776823,22.066037279497092,0.0002025583292967652,0.0010193789092251841
TARS,-1.102943063070904,5.4867970899461715,22.04052438157765,0.0002046328227744977,0.001028147055985504
BANF1,-0.7805187177011618,7.112138392739086,21.8632643289909,0.00021268130768579307,0.0010599817186594679
ARL5A,-0.7105160377369328,7.1566069457077734,21.615244224985894,0.0002250201896464282,0.0011196744163274844
RHOG,-0.5176911212535109,8.001548173250576,21.53498326344508,0.00022894231651892705,0.001135539214144358
GPATCH4,-1.0342739603954636,5.436309883582804,21.333237815292836,0.00024170898991638209,0.0011950308686760423
MIF4GD,-0.7491707794210112,6.29131671049774,21.273785158259745,0.00024419045542877843,0.0011996340627810625
RPL8,-0.3900800240841858,12.490496851912974,21.234953821152594,0.0002453021998371286,0.0012021421894798468
CKS1B,-1.028986635012285,5.512053350822068,21.263423049637932,0.0002454778235060624,0.0012021421894798468
RNASEH2B,-0.7251868786554322,6.521961916304165,21.23009882298373,0.0002465372400053206,0.0012035217000259735
GEMIN7,-1.018370036131976,5.389226061342503,21.0175936183966,0.0002469497259608529,0.0012036368533052595
RPIA,-0.955250350099852,6.469553603048029,21.154151301173,0.0002506722892675564,0.0012179446393769027
SIAH2,-1.0827963943217886,5.705426901741603,21.084950311847425,0.0002553612488176132,0.0012387822336841895
CYB5A,-0.9077724558267852,6.059876148304056,21.061009526660666,0.00025681771881621006,0.0012438980277561349
HSD17B10,-0.6338907470345984,6.945936201975444,20.858343647236754,0.0002683496239870203,0.0012956974824334287
EIF2S2,-0.5320428859938804,7.92447356792455,20.834142232054408,0.00026951339957370434,0.0012992896755149766
ARL4A,-0.9932338883118712,5.206910675400631,20.778056177740133,0.0002741794901546018,0.0013197286501220725
LDLRAD4,-0.9633573396950259,5.752629782662506,20.56129921375262,0.00028801053951632674,0.001382004061710126
ME2,-1.1590613437402755,5.390423174773505,20.56837626677859,0.0002891502485268292,0.0013853251071060935
RBM17,-0.7863905189239249,7.235858073049912,20.384813083657093,0.0002997996678808165,0.0014297071989077459
ASAH1,-0.7682861228265114,6.140130112703308,20.38474608015305,0.0003008676342078816,0.001432592812112913
OSGEP,-0.9890836862371515,5.607286909066843,20.28234057799887,0.0003088977810358503,0.0014640714124134098
EIF2S1,-0.7339247075991654,7.299211295642241,20.221761303113112,0.000311656398132232,0.0014726359575866533
NOP56,-0.8067582277172727,6.654149780309673,20.201974196777652,0.0003141714170061406,0.0014822569140762272
HNRNPK,-0.41886722377847097,9.064126238396392,20.01550108324626,0.0003272469794088556,0.0015309412335405349
WDR74,-0.785438479637804,6.651400414030841,19.90453554306927,0.0003374311679886885,0.0015718294341125743
PRDX5,-0.5398181134982711,8.120256230079116,19.885364502316996,0.00033772748745875995,0.0015718294341125743
SERPINB9,-0.9758465899650893,5.618500077360477,19.833321694087324,0.00034391945028090467,0.0015962434167303343
GTPBP4,-0.7882274266548625,6.527722942134302,19.618220079564384,0.000361467990712938,0.0016697663153082732
APOA1BP,-0.6960046689914766,6.497501191849717,19.589112542578878,0.0003639693392956964,0.0016788153578542182
UBE2L6,-0.5797441232070902,7.647087091155797,19.300936626010987,0.0003894423982292705,0.0017883148702071102
HSP90B1,-0.7698363208106038,7.36855563942881,19.12569006811244,0.00040688065853848647,0.0018656231676690603
TNFRSF18,-1.395996744295737,6.2469594656432985,18.907353796146726,0.0004301436325724668,0.0019664616585107603
LRMP,-1.0380966896965533,5.355318042046754,18.881625023250663,0.0004348294093932388,0.001982028014833688
SLIRP,-0.6998670995488823,6.288460581162402,18.42375425157533,0.00048615128224756336,0.002208153745324758
CCL4,-2.6290029833671262,8.073131170722919,17.93553571416399,0.00048657862821049593,0.002208153745324758
TOR3A,-0.9625090134684058,5.456892695741104,18.399135338422898,0.000489996416097845,0.0022204083569880386
ANAPC16,-0.41243307240262606,8.724014905071462,18.35027286945267,0.0004932413863350028,0.0022253383246455304
MPG,-0.9266763782853752,6.259639369737719,18.237334736090297,0.0005087665141016195,0.002288709827244931
C19orf48,-0.9056550092514704,5.311285011353228,18.226335957052274,0.0005120458392956289,0.002300118828185735
PDCD5,-0.579224437503738,7.348810148910629,18.19262999519402,0.0005135097289103665,0.002303351610112441
ERH,-0.5007743507397288,8.5662949025768,18.168845895623857,0.0005164392849464416,0.002313139778450415
DRAM2,-0.8373385597801841,5.886022685140674,18.125871566048822,0.0005179763080266898,0.0023166714932696605
PFKL,-0.8854264948783865,5.608192726780968,18.13240886132815,0.0005250961217636942,0.0023451262580932663
ADRM1,-0.47340521333899566,7.80074474270455,18.04766007779004,0.000532744423082094,0.002375855892563517
NGLY1,-0.7590242814864926,6.177529117713637,18.056034412340214,0.0005336270129847929,0.002376367777248826
ATP1B3,-0.6459819478605993,7.382039409975016,18.018195833404555,0.0005368593000757806,0.0023873269162852603
LARS,-0.7355081508565338,6.0545910753931045,17.996128595718925,0.0005415768827512185,0.0024048500030344638
STRA13,-0.7919097998178846,5.80084920495556,17.940194440936345,0.0005506579727988055,0.0024346948940175755
ARPC4,-0.7291922445972715,6.137030295357513,17.840347733593195,0.0005641062324878416,0.002487049557763347
HIST1H2BK,-0.6756731942471416,7.0775059726736504,17.794728197267585,0.0005688030870040685,0.0025041899776352666
MRPL37,-0.8143384210692556,5.6516299471218785,17.73634442221865,0.0005754036177181633,0.002526062690549951
GARS,-0.8182529820824703,5.880011099813507,17.548014851781343,0.0006039398909598043,0.0026401044668369973
RIOK1,-0.8710635934030091,5.755165096649186,17.479412905669893,0.0006131504581321866,0.0026765876839479797
AKIRIN2,-0.7404608091899438,6.363274926847104,17.385509520311054,0.000633241425345985,0.0027487829052536094
MIR142,-0.5639033658797838,7.472674985225162,17.29817223640083,0.0006463826289830431,0.0027979779534300954
HSPE1,-0.5010056600876354,8.1953675949116,17.253874826048705,0.0006537106796701314,0.002825746583210973
ILF3,-0.7976466895145707,5.496263421704545,17.246180381883313,0.0006563695145168031,0.002829336556308504
PSAP,-0.593036409594759,7.707558870385996,17.19657431424979,0.000663686845709966,0.002852931649267145
TAPBP,-0.6212600755632555,7.033602760566965,17.17554477498129,0.0006678053029527998,0.002866653831676721
CHCHD3,-0.9790487734546709,5.522515385276042,17.15457283694662,0.0006717871450978278,0.002879752374068943
MRPL27,-0.7866445548321662,6.003830068954685,17.05622459688941,0.0006895185156779467,0.002951673314001722
E2F4,-0.8115230445350295,5.398204603399994,16.885648793041344,0.0007045209912005376,0.003007575817607812
MRPL24,-0.6287788630170174,6.221555356506462,16.951177204623917,0.0007102122471882987,0.00302353081849764
TCEA1,-0.5411924257509249,7.124490758770726,16.87888639090937,0.0007220388126107324,0.0030654459876957706
ARPC5L,-0.6438864574833417,7.149247760719983,16.367879480617447,0.0008271583753315836,0.003459534015744934
MOB1A,-0.6232520462780722,7.168863694265856,16.316010916291347,0.0008385239775927948,0.003502336991430094
TMEM109,-0.7325699275823562,6.319494344171944,16.300815072915128,0.0008439366575250138,0.003517231199514877
HNRNPM,-0.5591657750433308,8.41605771184332,16.288701324898145,0.0008443627726137491,0.003517231199514877
VRK1,-0.8781702847554475,5.338246396734215,16.195281124311986,0.0008496020880230502,0.003534299008644275
PFN1,-0.39550063039387806,10.752316066503226,16.254063019711097,0.0008521930279372664,0.003540318686531328
CCR6,-1.2626548820274006,4.917767088439651,16.23505353924459,0.0008642078165245172,0.0035710590015265433
CYC1,-0.6047927368290037,7.326971884315649,16.17771435022417,0.0008706991688965809,0.0035930852369798908
MRPL28,-0.6009310410115408,6.405877701758672,16.138964401946147,0.0008819944107588273,0.0036288510101032067
RBM42,-0.5874784849245082,6.576558967428304,16.056120705885764,0.0009012287757817734,0.0036944411404564084
TUBA1B,-0.5354658800536402,7.828405142415803,15.97201276621268,0.0009201709859840938,0.003762125761718323
PSME1,-0.4034361485691756,9.042454192746433,15.96440128000951,0.0009218924672025593,0.0037641915382479172
PPAN,-0.991160112116756,5.7771499147910035,15.936557177633238,0.0009324430249247527,0.003797251529134355
GRHPR,-0.8000960520788531,5.834655568585758,15.76002250139816,0.0009338064891373452,0.0037978069433378236
LSM10,-0.6490137602344549,7.042371398393208,15.884811436209953,0.000943031947820424,0.0038252737595074865
TCEAL4,-0.9308582993346246,5.226864539594216,15.90014754477906,0.0009454418030514175,0.003830029293775048
RPA3,-0.6103116373830023,7.394827035039581,15.861612071919724,0.0009491013298489804,0.003839828256055679
ANXA2,-0.5188126794199068,7.980221566800931,15.851812289796545,0.0009507391852876898,0.0038414331311558752
SERBP1,-0.4362308833164186,8.472215705586047,15.839923731573787,0.0009537906029349362,0.0038487378306175063
PTMA,-0.3073636138685857,12.43331904229942,15.82190075898101,0.0009583502606638602,0.0038621016363992807
TMEM38B,-0.7219854802599165,5.625456432942434,15.772632468788805,0.0009754073471963789,0.00392572918019869
PFDN6,-0.6945902999017177,6.159623567119717,15.671328444543885,0.0010023890294661288,0.004018645137561747
SHKBP1,-0.6667540564007626,6.466358143177785,15.652853434281582,0.0010065354546165413,0.004029837479088623
SNRPE,-0.48220278848138565,7.210001058499745,15.642750273881934,0.0010077848816848446,0.004029837479088623
LPXN,-0.5815818471893939,7.191408389830805,15.605306555850712,0.0010180736415599837,0.004062831261512523
PWP1,-0.7017751042223875,6.014419539746865,15.592354327451666,0.0010236785848184696,0.004077587155744097
SELT,-0.46892490151766303,8.424063041253918,15.438298717069644,0.0010653083167289476,0.004227088769584735
DAZAP1,-0.731257645112909,5.78373754374254,15.44092212602124,0.0010687572726931912,0.004235344121620265
G3BP1,-0.5975523931614434,6.70826480614938,15.410539403291798,0.0010756040213661376,0.004257026145943984
MCM3,-0.7691197664202221,5.789789726629738,15.352859640244407,0.0010957842446920345,0.004331356624932115
UCP2,-0.728667207129007,7.3572604340605094,15.315575643252325,0.001103917987639704,0.004356644744910861
SLAMF1,-0.830935935254023,5.457122557243606,15.322713013601456,0.001104997132392577,0.004356644744910861
MRPS23,-0.6581130390628581,6.811350284891575,15.309028078614222,0.0011069900258105345,0.004358949274661074
TMEM179B,-0.528617232010555,6.763485998676961,15.069156047208367,0.0011840872118432438,0.004644803448231736
ASNA1,-0.6271584922774123,6.696183727076361,15.027087633116702,0.0011975553775510966,0.004691688472810942
TMBIM4.1,-0.4460739089975362,7.933135844997871,14.925907838034858,0.0012296274016199936,0.004805172737391263
FTSJ2,-0.7840258861431518,5.479418262613331,14.916807949967746,0.0012358807753843817,0.004823519545794025
NPM3,-0.8465619752375512,6.228620273750133,14.885543912308682,0.0012472410846462439,0.004856124613784211
HSPD1,-0.466045963076441,8.642542632316292,14.870366432852618,0.0012487459624227653,0.004856124613784211
C1orf86,-0.6128582208581674,6.163850622531829,14.781256727557608,0.001285687493648233,0.004977611507052095
LGALS1,-0.9286374149896562,7.714440396497044,14.765329855186879,0.0012866200987533686,0.004977611507052095
EMG1,-0.7340514738297715,6.3921526735408465,14.582847176662316,0.0013582425836849057,0.005231138426271305
HSPA5,-0.7561571280276072,8.672253052456412,14.560032031807609,0.001363827611589055,0.005243535972506988
PAK1IP1,-0.7096816949957491,5.569567924057951,14.497646992626175,0.0013932547597729577,0.005350029133371345
TNIP2,-0.643492873821101,6.217249672303807,14.434650894301795,0.001416996704282688,0.00542772871256797
HSP90AA1,-0.4019188509312749,9.352395926322774,14.411859182296354,0.001422885774297952,0.005436890253167736
ACADVL,-0.5891773871057129,6.53841076732326,14.41983918406647,0.0014229018110067419,0.005436890253167736
LSM2,-0.5152709747714344,6.9136666071025195,14.387408691697656,0.0014354958025916266,0.00547150185840035
HMGA1,-0.5839110218751778,7.318946542047148,14.238666441652088,0.0014963730325386322,0.005682545442585358
CNDP2,-0.7839285830594743,5.895665742069582,14.216710061871707,0.0015102845861979743,0.005714340824306516
LGALS3,-0.7484750900836504,7.126313902248919,14.182425234607637,0.0015212784764700475,0.005748909505097432
C1QBP,-0.49166264185574493,8.312951389568981,14.007997513355432,0.0015993671343293731,0.006035151799553939
NUDC,-0.4324942031317533,8.13921998122291,14.005059591767886,0.0016009239507055845,0.006035151799553939
SP100,-0.5594631482157146,7.6561313090683605,13.976140314066337,0.001615087271264906,0.006073748608219786
DBI,-0.4463745953709486,7.999277337915487,13.945666605434827,0.0016290271319462479,0.00611873661817189
SLC52A2,-0.6881091579401782,5.565834920871092,13.833331094690733,0.0016898252525035411,0.0063240739498167595
DPM2,-0.837202199804801,5.310783665124207,13.797458484485807,0.0017055331343318904,0.006375151027484542
CD69,-0.5273618883823805,7.794982308484578,13.711084409989716,0.0017454703953974874,0.006516563177026808
PGLS,-0.6415266392822304,6.380880312604817,13.680747984786729,0.001764897725198894,0.0065653346868877124
SMAP2,-0.7862862188664681,5.738837736484853,13.586798434218874,0.0017997403861996924,0.006678892680201496
KARS,-0.5609189024622798,6.849912403714961,13.528588267184405,0.0018449842490031807,0.006838594312173467
BID,-0.7313973222296738,5.806756834913877,13.440415069773774,0.001896559050663673,0.006979607921289023
IMPDH2,-0.5530338776063285,7.572858518102024,13.40204965998804,0.001912078125131812,0.007028363179670972
ZNF22,-0.6523577432641939,6.557256488030555,13.327980210351235,0.0019590310032844994,0.007183887387636878
SDAD1,-0.525628754304813,6.5347663352594845,13.29129663143521,0.0019779600584381306,0.007244717610492325
TIFA,-0.8339291673506611,5.2460612156238,13.155892986289157,0.0019957003213807428,0.0072924350586462796
ATP5B,-0.39792036729022023,8.39026198188102,13.166994635809068,0.0020508949758929343,0.007476466372660344
GNL2,-0.8201460336627944,5.773505932755122,13.096501150077957,0.002083877149373536,0.007578848151951932
STAT1,-0.9418614081041046,5.19113945177069,12.85558605823988,0.0021465289929842404,0.007797543701040168
SH3BGRL,-0.5418671449950097,7.368624741385543,12.975283290993113,0.0021741533570502993,0.007870830854664196
MLF2,-0.510129233258846,6.957307293633574,12.978123214293214,0.0021743329178474597,0.007870830854664196
SNAP23,-0.6133138933276233,6.63802157486276,12.942164513805988,0.002197575952768371,0.007917924998624107
WBSCR22,-0.5440236788456206,7.517818670239086,12.933878414371971,0.0022008326255451164,0.007920438344258297
THOC6,-0.8118768804890557,5.566449262852852,12.919432938773289,0.0022161559490631077,0.007966321326771567
RNASET2,-0.49163318214371726,8.00838556731426,12.7094864831387,0.0023559783623656443,0.008429772290776495
SNRPB,-0.4261979628144285,8.118485004670413,12.693786847707853,0.002367133407106184,0.008447955923242715
DDX54,-0.7061004819722073,5.287812218750791,12.697715601093911,0.0023684499945418195,0.008447955923242715
CPSF6,-0.6869659015143098,5.531696089941989,12.682536669212338,0.0023729815290517145,0.008451528000477625
RIC3,-0.827696334763069,5.402101804954922,12.678045996813877,0.0023922755093734836,0.008510451381047049
ACADM,-0.7156983333594646,5.7292913491653525,12.562286135031467,0.0024731015915628474,0.00877780897464107
WDR77,-0.9779311836633796,5.227348150403262,12.489948718863369,0.002532309753806332,0.008948945525306024
EEF1B2,-0.3841027306393784,10.369256765823389,12.472730036905174,0.002532884096984839,0.008948945525306024
RNPEP,-0.8404924742904344,5.084250705638337,12.371362465982394,0.0026096386899733285,0.00917821789257665
ZNF706,-0.44669834648356116,8.187902945357134,12.37115486361187,0.0026139899341433813,0.009183086091003139
NOP10,-0.38525292630468877,8.456110121847196,12.346654805253308,0.002633971313789967,0.00923620138973412
UTP11L,-0.6175636040471801,5.980632370256247,12.297450662101093,0.0026700140528020484,0.009341361288625599
NELFCD,-0.6211146253890566,5.993445598217688,12.253184091102927,0.002718325553962939,0.00949573091367415
APEX1,-0.5581476579336782,7.089360203064201,12.149333453168655,0.002802996944784929,0.009769454441564589
POLR3K,-0.6044896859407621,6.068925022325686,12.14066279450992,0.0028152594031014455,0.00980115618965014
COX4I1,-0.3990384983407057,10.826065289954155,12.046174032631857,0.002891928188897377,0.01002297619780222
ADA,-0.8681002934062984,6.164546715562481,11.954867280081206,0.00298317025898309,0.010247405051667774
HSBP1,-0.6460920288663624,6.733824392388108,11.947666721253222,0.002987837609043821,0.010252059201763444
NOC2L,-0.5210913928219704,6.503954031818703,11.923494344668843,0.0030113717585979667,0.010309950877058304
C17orf89,-0.4937851722414948,6.690494747144034,11.910006265619325,0.003023796521461257,0.010331268445324239
LTV1,-0.754650985256421,5.512748523014553,11.875672352186536,0.0030242743817330405,0.010331268445324239
DNAAF2,-0.8296157972857638,5.734525157834716,11.883435858423013,0.003050785707555772,0.010398878595688452
NELFE,-0.5174058959489826,6.584746780765315,11.782122042005241,0.0031489179395309133,0.01068801111617288
HNRNPA3,-0.35580702070923936,8.422781477162346,11.775833460828727,0.0031494236310015077,0.01068801111617288
DCTD,-0.8831354099803334,5.223869250067906,11.696591595156317,0.0032391451429111175,0.010932556398375037
RUVBL2,-0.6935166973359675,5.696930800688379,11.666593500367082,0.0032611288957283004,0.010994764632112299
PSMB6,-0.43160959319424747,8.097133129280389,11.646648124181013,0.003281721005821964,0.011052150721456995
PCGF5,-0.6621179146557643,5.697406359653142,11.554923878957975,0.0033417435201139943,0.011229854717429764
PSMD4,-0.42198676053648376,8.149760538435153,11.577103331064325,0.0033548118187656855,0.011261542927418435
MIF,-0.6494911802441687,6.21861474461126,11.538236509462024,0.0034045617587476385,0.011391479614404261
SMIM19,-0.5923993722454292,6.161170108387158,11.528893889156283,0.0034146309460529093,0.011412832373686559
RAB4A,-0.5867069520516257,5.895063318601349,11.513030979526645,0.003435436816092615,0.01146998591780652
FDPS,-0.4803571923064483,6.71573344198583,11.484070115197351,0.003459463967396947,0.011527035741772584
AURKAIP1,-0.4211127586008877,7.643869028694801,11.481121139933913,0.0034599729253979744,0.011527035741772584
SYNCRIP,-0.567851230442684,6.274077525453887,11.366930346531884,0.0035711029778884504,0.011858973944811968
AUP1,-0.49577268738787184,7.120348674466216,11.233406303950641,0.003749726622197103,0.012412196679893083
PA2G4,-0.41649077966799086,7.598110626501792,11.217691895316838,0.0037667557444451692,0.012455244689164315
SLC25A4,-0.9229663707640895,5.162702119307576,10.959509544593736,0.004082774942955753,0.013431123563879899
COA3,-0.6586421969592983,6.616003493709215,10.970998952246223,0.004084635101797172,0.013431123563879899
CISD1,-0.6878708228355451,5.647830535952505,10.943912874939343,0.00412656146447454,0.013529351411598202
NFU1,-0.6355196501775762,5.619999817151643,10.856659908458955,0.004192014542266251,0.01372940212520005
ANP32A,-0.46728885291258243,6.947124310132861,10.847615017563637,0.004254906170308524,0.013876643411069423
HDAC2,-0.5634038907245696,6.143591836127167,10.838649352344214,0.004270731704280342,0.013913594341839641
DNAJA1,-0.4147051685787041,8.592372081423054,10.823962417879768,0.004282194128097386,0.013934625625674954
PSMB7,-0.39536983062976105,7.696349626293012,10.821743186085273,0.004286191791806965,0.013934625625674954
NDUFAF2,-0.7231165111813453,5.564570062349314,10.770502454069037,0.004371838128069769,0.014153597287004115
SUDS3,-0.7030102061691814,5.1977465226400685,10.772116552102046,0.004377199846670715,0.014156147884478438
CTNNBL1,-0.5815878017744854,6.390442388374937,10.728935200302606,0.004427443511505711,0.01428877754756014
MRPL23,-0.4730688762028956,6.813764519038004,10.706411017489328,0.004454062289179583,0.014359711234386261
NPM1,-0.3170276728190246,10.622712598638302,10.690077945556608,0.004475296826354657,0.014398174301005887
UBE2A,-0.4915201665601523,6.756453455378775,10.65538043403011,0.004532141561216782,0.01456591706330835
TOMM22,-0.452677158140972,7.089002034280302,10.644602943274304,0.0045463820675460355,0.014596527488646245
CYB5R4,-0.7460093119361648,5.309878008222247,10.549475891413312,0.004571939123298036,0.01464819004824785
CD48,-0.4106437156271421,7.762023270561736,10.621399147609198,0.004581687853558936,0.014664243957357711
ILF2,-0.43596629661459174,8.060362628160759,10.596171718672862,0.004617621481171428,0.014753634854505112
AIM2,-0.9777051833187866,5.233053288498565,10.441912079618982,0.004875104303180637,0.015427860754953037
FAM207A,-0.6342439377079112,5.568448500882713,10.44237755538577,0.004880776705534097,0.015430034630876437
BIRC3,-0.3827654026077902,9.350233333866587,10.419788353027382,0.004896741488484068,0.015464709088630806
OFD1,-0.5482199805967641,6.6668412876134076,10.402930118468875,0.0049293162689284424,0.015535879686694022
HPRT1,-0.5785687051170828,6.40100413586486,10.353359553959502,0.005015780231472618,0.015761467054061486
KRCC1,-0.6628425626479233,6.013895798575286,10.3534743016312,0.00501617638319926,0.015761467054061486
KIF20B,-0.6404699799430104,5.478075066768879,10.330177144854344,0.0050467465752937115,0.015825410993448873
TMEM256,-0.7080044776737326,5.67545616006863,10.271354984414168,0.00516137056524442,0.016152115166260344
DNPEP,-0.703711851934096,6.247944693571497,10.233488124564815,0.005222765973922218,0.016311262047718735
ALG2,-0.6541998784793044,5.4910508730812575,10.194972036872128,0.005284809816521381,0.016488393530376688
PRKDC,-0.6568877328687808,5.5017609955494375,10.196285949276719,0.005301897485367026,0.016504452085317766
TMEM243,-0.354738540274245,7.6881149642779265,10.180595743142813,0.005310005131806718,0.016504452085317766
SLC16A3,-0.7371419209013482,5.149512460694084,10.156267566730973,0.005362121198867753,0.016645702217147135
TIMM50,-0.7788387346920369,5.387495489324778,10.051875518461094,0.005546763725781463,0.017158704309550573
WDR18,-0.6660321698212365,5.789637458927295,10.054614916685097,0.00555356175782381,0.017158704309550573
IRF7,-0.5174850343199888,6.602339521334295,10.026392710962543,0.005602308988508467,0.017270066055212856
APOBEC3C,-0.8500872767186635,5.58884310748565,9.985408884101792,0.005661642627246993,0.01743560590182034
FAM49B,-0.399482432976283,7.555513773476203,9.984200060250878,0.005674873172400919,0.01745897859699885
EIF5B,-0.42674231097650694,7.397270435840931,9.981823387291358,0.005683583938399788,0.017468413395578298
MANF,-0.5056781430732613,7.295411501723912,9.945512085023381,0.005752039618482557,0.017641480690140095
TTC3,-0.4524171691548359,6.84867332271779,9.916172631324457,0.005813795489127507,0.017797919919732574
SFPQ,-0.47209951159927777,6.719630768758846,9.88483417636047,0.005876571606259385,0.01795457958674511
MRPS16,-0.48040158690417534,6.448487728478088,9.875487194143277,0.005898750410583584,0.018004568560903544
RDH14,-0.5197281465426025,6.521143195934431,9.855860281374298,0.005933987766919542,0.018094277969079784
USP11,-0.7095351848031661,5.277334042042323,9.85064213065449,0.0059632374553506865,0.018147708873461527
RPS5,-0.31063947402655784,11.954356262229089,9.720797144817153,0.006209523814586913,0.018805400591215795
MTCH2,-0.5244934220381986,6.157542576282703,9.723355134780219,0.006215807691377628,0.018805400591215795
TMEM140,-0.8692221661959522,5.101428138057211,9.70531323298105,0.00623860256913291,0.018855932569791366
AMD1,-0.5437764664999024,6.089023237246321,9.68086958506435,0.00630811880560067,0.018991855742542873
ZNF259,-0.7369871195904394,6.051821725019355,9.674048031619721,0.006323245488238941,0.019018896779494192
APLP2,-0.78249322774057,5.794289894723705,9.54659222745035,0.006607377156872502,0.019777400677485873
GNL1,-0.6509924357284869,5.72169924515447,9.500387156163924,0.006716268582744057,0.020064528246711254
COMT,-0.7595700186980004,5.7082466095680475,9.468927811790028,0.006786044782830072,0.020233919655933595
MYCBP2,-0.5967335406582487,5.794491335515453,9.459698458905885,0.006815281461815735,0.020282905659596503
ETF1,-0.5994043642704006,5.943204398621855,9.431168389320366,0.006879110637401243,0.020427335717870105
