,logFC,logCPM,F,PValue,FDR
AP3M2,1.566241189645627,5.566562139572042,27.586279433727494,5.665163712671926e-05,0.00033914277931759403
GCC2,0.6538554275109814,7.647551680781873,28.002287248498117,5.8296970333506686e-05,0.00034631309631900806
CD46,1.0655949008290966,6.05917588016559,27.392130448706233,5.9601177459280534e-05,0.0003533824602231288
ICAM2,0.9664659005007876,7.231446499577588,27.611158383301117,6.324717951397543e-05,0.0003721483281288098
RGS1,1.2360331156593427,7.604904585889385,27.43878745714935,6.52427731413624e-05,0.00038171338917299927
TMA7,0.560476532738391,8.864408709899886,26.85043151652425,7.301969001682234e-05,0.0004200668040930579
HSPB1,1.0236932677396942,7.954457957457051,26.350568105750362,8.094193190831013e-05,0.00046391718380781456
GTPBP8,1.4122427426737758,5.718905393258692,25.422608570162883,8.297029392002586e-05,0.0004746636962707579
SMC4,1.0013143301737086,6.432352475723574,26.15727047964498,8.37180622827886e-05,0.0004771775373208669
RPS15A,0.4933157041600389,12.046176776853446,26.066024193250037,8.557594460022068e-05,0.0004859771532801523
SH3YL1,1.4272413284411831,5.508932476908933,24.51664144555656,8.859996022006698e-05,0.0005003957607319476
NOSIP,0.7765753265197693,7.620382123499516,25.90277330063825,8.896842033298668e-05,0.0005006495653283523
TNFRSF4,1.67806244092514,6.0592242199281,25.04666163966669,9.158323759095434e-05,0.0005134965948260937
RAP1A,0.6331204597721419,7.669297504378817,25.729673866841704,9.196739294886509e-05,0.0005147180491441907
SEPT6,0.7820179769992334,7.729452309110793,25.680181721840203,9.290959932252157e-05,0.0005181174953210887
OST4,0.5069013507909969,8.99530106629841,25.52880507854523,9.563063271213342e-05,0.0005294755066977692
SAMSN1,0.9317772440659058,8.222773986923809,25.311806791706125,0.00010011817327122096,0.0005513625378548556
MRFAP1L1,1.1450048638450823,5.610212948240628,24.947828610817503,0.00010132218798291221,0.0005570020813625458
ISCA1,1.0109448452046548,6.215381142888446,25.083660437562845,0.00010601638807980684,0.0005807446391274375
C12orf75,1.290798901490867,6.205952518223366,24.84035433623195,0.00010635774077555162,0.0005815851726154279
HLA-A,0.3939036684246615,12.057686852124409,24.9162476628415,0.00010867319694957031,0.0005931984912855734
NIPAL3,1.6235255984071721,5.393353359216469,23.676883342341835,0.00010946674253782173,0.0005964781129481659
THYN1,0.6941505393859225,6.905266571601198,24.59293819525447,0.00011706218665687963,0.0006334046638165078
CRBN,0.8336785503576404,7.022010591657745,24.566166428442397,0.00011785411606816857,0.0006365767700366174
MOAP1,1.177809874583998,5.5977858687044435,23.849638718074964,0.0001269885247075651,0.0006847203553482821
MRFAP1,0.7248426553978745,7.414491841995008,24.17214954324226,0.00012798595450592742,0.0006888983116449484
ZFAND1,1.5587986133921425,5.413042517067931,22.912171226898582,0.00012933133677568603,0.0006937270144207076
BLOC1S4,0.7373670685973662,7.157494908723833,24.040413820768386,0.00013156313491477433,0.0007044773400713261
CAPN2,0.8766683695915315,6.177149579671175,23.815129609665213,0.00013547720027810023,0.0007216900772129436
NAP1L4,1.090177748388298,6.461960489919595,23.794881729996188,0.00013905594306807994,0.0007393118989402268
RPS3,0.41762071648099847,13.079242270677272,23.617783952131465,0.00014353659276634294,0.0007593944523279169
CNBP,0.4982685484663961,9.242619137713152,23.493089144951952,0.00014753057507764527,0.0007791930543776657
ZFP36,0.7106311941210641,9.035223287051512,23.44036204037349,0.00014923991917359193,0.0007856620373158753
SPSB3,0.7521477147503067,6.746978627613853,23.454144006952873,0.0001498919623780532,0.0007876326376232167
RNF213,1.0450467603037592,6.005221471578354,22.221436622582022,0.000159082502550611,0.0008302872603611147
RPL36,0.444747125368654,10.739171112835947,22.917166429734515,0.00016744765211832317,0.0008680912618194476
SERINC3,1.0332619338170503,6.234040438491794,22.891216209649368,0.00016986531062202287,0.0008791524019651518
S1PR1,1.3826064207050413,5.569449480205789,22.517624118046182,0.00017111169275017092,0.0008826511484362983
GAPDH,0.6430199016961342,10.370373802344304,22.7201968889929,0.00017495153798952967,0.0009009567555367626
PPT1,0.9388752169888552,6.477318153900875,22.598827357163312,0.00017660617978183785,0.0009079669874165916
ITGA4,1.1074260980708108,6.0231435881649595,22.242921126563708,0.00018038454731155037,0.0009243214800153119
FAM200B,1.2864635957594954,5.393706432684082,21.608433790634116,0.00018599656999903765,0.0009515031142925975
MAX,0.6727029485297792,7.104697502098813,22.376394427940586,0.00018994891854093426,0.0009701186516240785
CCDC104,0.9253628990169575,6.199774707115599,22.35215642153203,0.0001922112244325526,0.0009784436506887339
DCTN3,0.8435041103265942,6.568657766604511,22.161630782900794,0.00019522402035513842,0.0009910272311635063
CAMLG,0.709861750991883,7.1369455287723635,22.25405287121641,0.00019532362229716924,0.0009910272311635063
SYAP1,0.9106217491611022,6.679018338240699,22.174183003935973,0.0001987049758993176,0.0010062587621368251
PLK3,1.5816202817505896,5.685469076287314,21.347706040652568,0.0001989758844677664,0.0010062587621368251
ZFAS1,0.5217095163940827,8.5494989264969,22.133618612022655,0.00019968404466843152,0.0010073945172455903
TMEM59,0.46999729025967213,8.925248329839446,21.984792439246927,0.00020652375885630146,0.001035966018898303
WDR45,0.8690418553092347,6.063624898972028,21.874627480289288,0.0002076164276990856,0.0010397618830561002
PPP1R2,0.5831501955265522,7.863236243392953,21.937218056977233,0.00020904102709256973,0.0010439352691064207
USP3,0.852585956165756,6.2503839537248655,21.949365206045897,0.00020912435116186777,0.0010439352691064207
CDKN1B,1.3168264242288614,5.999492598888803,21.441890790080443,0.00022699926781866487,0.0011277090431761922
SIGIRR,1.180757044789489,5.807558427330941,21.105580064034733,0.0002367154077983083,0.0011722146994172227
SON,0.5794387234435194,8.160413804981953,21.269685651181536,0.00024358379697320275,0.0011996340627810625
FAM32A,0.7986321776815907,6.461088276003868,21.289682517323136,0.00024368960064033882,0.0011996340627810625
PLIN2,0.9429075230146092,6.426306738700351,21.289945011705043,0.0002440281740936514,0.0011996340627810625
MRP63,0.7301547241479616,7.5119270490901755,21.234015098020844,0.0002461724188964116,0.0012035217000259735
FAM65B,0.7497767306481091,6.44544763215301,21.175225349250628,0.0002497292491183147,0.0012152704811653836
IK,0.6165595164536171,7.098143747978165,20.982582825918584,0.0002614650227791073,0.0012644285085958394
CHIC2,0.7776308827558744,6.353367968221554,20.623503875582237,0.00027979078625023536,0.001344646713423103
GSTO1,0.6780567279061098,7.776355385263256,20.52186718393051,0.00029035434466142233,0.0013889438898409615
TOMM20,0.6705176712441911,6.732143101799347,20.41151432101234,0.0002987794067042591,0.0014270405304779039
NR3C1,0.6129876979943288,8.043753863984382,20.357262598478954,0.0003018324342506472,0.0014349790844942441
CDC42EP3,1.4985787798753825,5.504832197526553,19.70318872818807,0.0003078250700835067,0.0014612248342154193
HNRNPUL1,0.995278985234738,5.993895523606227,20.24350258351713,0.00031037827398642685,0.001468839079492341
PNMA1,1.0344288506145047,5.601691000168054,20.012387793915124,0.00031507083001789196,0.001484237776111683
SLC25A26,1.227134224578923,5.401498800013348,19.973040946320097,0.0003186179054049396,0.001498666287580985
RPS12,0.40510269207518973,12.182679804202266,20.088972594064682,0.0003214900015757327,0.0015098809633943746
CYLD,0.7862457148160554,6.767983813379047,20.08481117003265,0.00032408518918754795,0.0015197631220234256
RPL34,0.42461953157837024,12.64931698428469,20.012361887064912,0.00032745818953274126,0.0015309412335405349
C9orf156,1.3248140202933614,5.732284799142745,19.245106246800162,0.0003351335345644485,0.0015644619750783836
ATP5H,0.5195728342611612,7.976221573880036,19.814438084558837,0.00034400463940521256,0.0015962434167303343
RPL36AL,0.4059292621949385,10.220372330430097,19.786004832643606,0.00034584627074748305,0.0016023865388674553
SLC2A3,0.7604376396889042,6.517603723659052,19.781161504218947,0.00034959523433549964,0.0016173352021948751
TMSB10,0.5261978408981446,10.464494915851915,19.538181656226318,0.0003672989809296036,0.0016916523005611952
CNN2,1.3174237668125452,5.901503223952206,19.09675392683598,0.00036812341777174275,0.0016929301307630664
LETMD1,1.3862183164437742,5.681076502683682,18.3600359618408,0.0004252216996675276,0.0019468360361997012
SEPT1,0.7192338596703495,6.97456482157743,18.9022736566935,0.00043162740049992995,0.0019703345199812436
GCHFR,1.2341334889960194,6.211530015360889,18.45754083504406,0.0004779701147143605,0.0021754669191778615
CCND3,1.1057548569963604,6.046608393547101,18.04045401334343,0.0004916711903453778,0.002222504421503566
RSRC2,0.5805430419972857,7.348600769208294,18.370429783374433,0.0004918951627560397,0.002222504421503566
NDNL2,0.611061504032115,7.104138196286882,18.328417868416057,0.0004980778648882444,0.0022438879065926004
VAMP2,0.48784400311076975,8.351544905427323,17.9571283357363,0.0005452001806070656,0.0024174707148694385
HAGH,0.7736874281943761,6.299896434362571,17.900849254214055,0.0005478319668189986,0.0024256651463587992
RPL14,0.3529582655957895,11.815370332765289,17.83834699820837,0.0005617844491090155,0.002480346462186024
SNHG7,0.6557910828061878,7.321177945477656,17.77413039573616,0.0005726383649784417,0.002517493948307212
COQ10B,0.9702465015357151,6.117680718550628,17.646073498697774,0.0005809797246764099,0.002546929529565848
MAP7D1,1.1691045329482075,5.681761573898231,17.324433467302402,0.0005899411566381947,0.0025825571142789427
SNHG8,0.6468023346786178,7.672561857841613,17.48384877365926,0.0006164696220480407,0.0026872865918854735
STAT3,0.6205923466519648,6.712607848239783,17.436523822588548,0.0006212116109559964,0.0027041489956523327
CCDC28A,0.9405660654508324,6.373712017293258,17.341135295890385,0.0006307970126597993,0.002742017913177077
NUDT16L1,0.9127639184305683,5.9277942357629865,17.023387190059736,0.0006412112318418228,0.0027794800595944556
TERF2IP,0.5755966243166017,7.585616242912964,17.247395213915635,0.000655771723117265,0.002829336556308504
ABRACL,0.7934845988813239,6.936657127556905,17.220408753028313,0.0006618054293522405,0.002848800839840312
MSL3,0.8162132786937991,6.725568424201976,17.04129553808457,0.000692818569196367,0.002961703690141928
DNMT1,1.1465652074837598,5.43474521925382,16.42474660903849,0.0007069635658938595,0.003013846055704539
BTG1,0.36541149028757347,11.446713275296009,16.896565380700075,0.0007178683734454131,0.003051926670073563
TMEM50B,0.7527458235971085,6.052557504824252,16.81954005118467,0.0007340906798156648,0.0031123433616842226
RPL35A,0.3833879084343696,11.777520108817198,16.804597055067976,0.0007355494446931219,0.0031142620127567883
MYL12B,0.41675269209489235,9.907707022226266,16.7885440135872,0.0007387143560042504,0.00312338925113819
LENG1,0.7673381484214684,5.978373916298779,16.438776319875434,0.0007579211117449058,0.003200226249454957
MMP24-AS1,1.1651258924114716,5.612970337200209,16.56333910272868,0.0007625131517565107,0.003213627056475994
ARID5A,0.6473084322344892,7.750765898824318,16.673226286095776,0.0007631715303747515,0.003213627056475994
RAP1B,0.6737036037895268,7.011372049210692,16.66440817507906,0.0007666002272759638,0.003223678944862918
SOCS1,0.5181453069531374,7.706553730073502,16.472775464570695,0.0008043844421571653,0.003375107094230949
CHURC1,0.7170565582392389,6.973957624522608,16.466780003432703,0.0008049199268635902,0.003375107094230949
CDC37L1,1.1174309116277814,5.796759437313406,16.353806009858264,0.0008058817908357581,0.003375107094230949
TSPYL2,1.0714174361116318,5.4825887436552065,16.114797290966756,0.0008543711116869369,0.0035446093708727472
MZT2A,0.7074174517095253,7.021575599096433,16.23914540938992,0.0008586240074953892,0.003557485010974872
HMGXB4,0.9700193048242732,5.326019133878636,15.961650976049004,0.0008606647217431817,0.0035611728794052774
GPCPD1,1.2418180878341256,5.456430690022884,15.8441770602067,0.0008746405549278238,0.0036045439647158658
LYAR,0.847183998782394,6.689539591131609,16.125276139133188,0.0008828836221672745,0.0036288510101032067
ZNF655,0.8444152956385864,6.176416367776515,16.067146839307902,0.000898286283606962,0.0036872626628163757
RPS4X,0.3408072681670008,13.289631698491347,16.00467863717317,0.0009117373016683287,0.003732575328919944
FTH1,0.45033364533352344,14.876959321466419,15.945431670753885,0.0009265621749433387,0.003778273954479095
ARID4A,0.9176119146678616,5.668199938694262,15.748444007652807,0.0009380752319786306,0.003810161211251787
C9orf89,1.3146217609275277,5.857869473263092,15.520148029981696,0.0009783479861083762,0.003932450671435616
KDSR,0.9910185901864645,5.440312208562141,15.548930456020885,0.0009861578911610537,0.003958701262183477
USP47,1.0133715500738447,6.231683595155192,15.583000242333888,0.0010186614083792303,0.004062831261512523
MRPL49,1.0286284460783046,5.953767077447065,15.443667482409495,0.0010351223269667643,0.004117870953678837
ARF4,0.6002771729006969,6.927474264697269,15.534632932744026,0.0010410571369459407,0.00413616410635133
RALA,0.7025020317165945,7.375958846112575,15.250961630160141,0.0011255638010698448,0.004426454846646975
RPL22,0.4964998311503559,8.905362958421264,15.172621335480951,0.001147115319492629,0.0045054846622204145
MRPL41,0.6258399067442335,7.1959044870542135,14.950392540648972,0.0012239990526568163,0.004789225117538365
KAT6A,1.216195444124577,5.355260937655177,14.40898374213798,0.0012489419039005594,0.004856124613784211
SAT2,0.8206812859530501,6.118868981099609,14.82090906750421,0.0012743877570557567,0.0049488458068852785
LBH,0.6654921955557316,7.585714994441801,14.789724581398396,0.0012812770685512662,0.004969364069130538
RPL24,0.3607646709803526,10.941561160814615,14.662755842792423,0.0013243486740068362,0.005117177460738025
SBDS,0.6070307496174946,7.171602501573834,14.665009576267229,0.001327534437847123,0.005123091128599558
ARHGAP30,0.8255761384839758,5.995757800700425,14.547644066465837,0.0013589128577454377,0.005231138426271305
TBC1D10C,0.7535582080792221,6.719130699730167,14.43129490276792,0.0014139511045934226,0.005422774062845902
ATP6AP2,0.4844217922153536,7.88328225917657,14.409165034942774,0.001424719919721747,0.005437124724462154
ZC3HAV1,0.9346900085301996,5.843746972964578,14.269928025043606,0.0014553865404112528,0.005540493656301141
MECP2,1.0034701200717862,5.76397333715252,14.318338790745196,0.001458051385284675,0.005543819456334237
KRAS,0.686323908855358,7.247762161112881,14.239246573963898,0.0015000982058091987,0.005689710719337586
MALAT1,0.24135074474666282,16.239724324707186,14.214134704328751,0.0015062165871787948,0.005705924525481481
HSPH1,0.6737544312879579,7.005402075582961,13.97282156810053,0.0016096603921401458,0.006060704274542276
ATM,0.7500515584790654,6.167943758245415,13.805742867981014,0.0016734164209795692,0.006277847058099111
CHST12,1.220267665861244,6.2376638792425,13.719919059168136,0.0016843454648250208,0.006311197595197869
EPB41,0.8513343371467559,5.8369734109198355,13.63942325516106,0.0017564035313010209,0.006549480637803205
RHOH,0.4545757499226289,8.249445588228093,13.67500076228156,0.001764247487867213,0.0065653346868877124
TAX1BP1,0.49534446129200105,7.650879367141646,13.639031011039847,0.0017840178842818315,0.0066284938197506225
ZNF394,0.8721224649335589,5.9823033602893565,13.450549442300566,0.0018795402943174902,0.006946757410723014
LINC00667,0.8433818385667341,5.751962533641202,13.431660599277437,0.0018803615750554608,0.006946757410723014
SNAPC5,0.745369521095935,6.028960690055983,13.444251741577169,0.0018827548688659817,0.006946757410723014
BCAS2,0.5689104911233791,7.364779853852939,13.459053089396642,0.0018831436082703097,0.006946757410723014
DNAJC9,0.7115606266087606,6.160334279075985,13.426343528440816,0.0018919130626912021,0.006970798725034846
SERINC1,0.9712178611534789,5.6148675680303315,13.357213612183115,0.0019192991500219347,0.0070465372115277435
SVIP,0.6315602306188458,6.761154630881747,13.269214249691359,0.001993558830451037,0.0072924350586462796
NCK1,0.7323071806329958,6.10641607844591,13.16040499156787,0.0020305018846083884,0.0074108529868667
WIPF1,0.6921879906834882,6.939963022108802,13.159402917580183,0.0020634125244648653,0.007513249133198539
PHF20L1,0.6975350576222289,6.2740806818482335,12.959859387960078,0.002172161009198326,0.007870830854664196
CDIPT,0.9309166585345422,5.598178279994302,12.899603152077757,0.0021902186390048615,0.007917924998624107
C12orf65,0.8032144389608872,6.15855384102531,12.882981816615588,0.0021926469777452696,0.007917924998624107
RPL7,0.3114615392614286,12.955170434960479,12.938273972759218,0.0021970309640973523,0.007917924998624107
TBC1D15,1.1504753867163737,5.556376578497241,12.708063797018728,0.002276573722719552,0.008174008900019736
KLHDC2,0.6634476717547484,6.503258208898019,12.775225297604916,0.0023189578665688414,0.00831654066863333
EPB41L4A-AS1,0.6895698222034257,6.686157956172028,12.743137482420611,0.0023401132299106487,0.008382697276126687
RTN3,0.692880588896043,5.856916433535214,12.62928120057099,0.0023692490279078114,0.008447955923242715
RP11-347P5.1,0.8489391143483984,5.642503491833288,12.57904150184918,0.0024245483088742503,0.008615358227285654
NT5C3A,0.8496740490711012,5.832843540163886,12.537287575432606,0.002482609489043391,0.008801462048784988
RBPJ,0.8168554493701756,6.123608326969005,12.47995844577906,0.0025048342885158315,0.00887009396219279
CLEC2D,0.5181441458256202,8.052926752878562,12.448388395402368,0.002555451293976658,0.00901838284476369
ACAP1,0.6907741046987542,5.84841803310006,12.270585305123118,0.0025783525701792583,0.009088839640893855
ERGIC2,0.5858487056287438,6.643661400922876,12.410471606708514,0.0025818293678312332,0.009090741630759576
CLK4,0.8185760038087666,6.118627452518123,12.328620577069776,0.0026350778116753563,0.00923620138973412
JOSD1,0.9704280578264272,5.742371419567228,12.24669344690423,0.002671116232773394,0.009341361288625599
CD55,0.52581837185159,7.737066657935206,12.201340445449503,0.0027605703767523532,0.00963242989407952
RPS20,0.289321113358044,11.233948838854223,12.112745255192005,0.0028322958547606658,0.00984938839380254
MARCH7,0.6619793217398684,6.314907076270768,12.065729375548875,0.0028695755980995617,0.009967829939526536
SCAND1,0.5394500138746753,7.1948667376548645,12.058376447967822,0.0028870969487678148,0.010017449614838999
PPP1CB,0.8262212522337437,6.3031127968179375,12.05121151371979,0.002896465738222241,0.010027473668677669
SMEK2,0.7004267333786203,6.080142231857642,11.97783245265146,0.0029291146134702035,0.01012917288121819
CARD16,0.567428738318646,6.515820487070434,11.987394552973253,0.002943776949054114,0.010168515242547414
DGUOK,0.5435727862224363,7.931172059171795,11.97439654317461,0.002959437862033359,0.010195430649746668
PCSK7,0.7057982521944429,6.004749903329184,11.98014278757039,0.0029598501845311794,0.010195430649746668
TUBA1A,0.5153531333939544,7.089084406137602,11.97781198722398,0.0029614514229797267,0.010195430649746668
PTP4A2,0.5247478035288008,6.797600474923236,11.922808001925626,0.002976752843048817,0.010236722276928989
RPL21,0.2868962843423215,13.318087357844574,11.933324265704119,0.0029962382753120644,0.010269498850598937
UQCR11.1,0.3939787076425675,8.411957744537297,11.87756244700628,0.0030501780473375806,0.010398878595688452
ATPIF1,0.46899804856225424,7.600812482538941,11.873748756566377,0.003058436622283198,0.010413488829446092
LINC-PINT,0.7709707405812811,6.523286938554108,11.755040606634621,0.0031355434177464288,0.010664293272445271
GPN1,0.6621962121431818,5.905218509024743,11.710481975781303,0.0031579369629732043,0.010705164184449143
BATF,1.174701824343333,5.881867941430045,11.578588917939603,0.0032069515289740364,0.010859425582247968
CTD-3184A7.4,0.9191151265559334,5.441010317640523,11.42994549371112,0.0032212354066284248,0.010895872768868825
DNAJB6,0.49432135483520245,8.15703860281784,11.69750490899176,0.003229875349575037,0.010913170531588145
IFITM2,0.44731966117573646,7.6525044313791195,11.632493292983725,0.003299531248242057,0.011100053492727356
COX7C,0.36003444634743315,8.987038628251353,11.543865506412946,0.0033905444806299626,0.011369160528222897
CKLF,0.6525982745494493,6.63832790686108,11.54617480731688,0.003398486774386163,0.011383459487797808
TMEM50A,0.47953514055992774,8.10473122838729,11.426810694212495,0.0035211472804156144,0.011718226702028309
ADI1,0.5679849060952729,6.36474772949948,11.389363101908133,0.0035629006096937954,0.011844444024707086
ZNHIT3,0.5071203677597437,7.13126432606818,11.354989585076227,0.0036097127284301068,0.011974341794738672
SHISA5,0.7122596338343218,6.015257514624094,11.216913434448399,0.0036941446599092096,0.012241303771326557
MRPS6,0.5531235480972937,7.351881958082692,11.156571332061379,0.003846516927628331,0.01270541076948739
DGCR6L,0.8047373213880183,6.080212208454213,11.071069298115502,0.003940204441862625,0.013000994400388937
ARHGAP9,0.7867165880332736,6.304167840043729,11.007757953474677,0.004038347970407578,0.01331063574910698
EXOSC1,0.48170274389280543,6.888931578190635,10.972478941820121,0.004087921937697856,0.013431123563879899
SRSF11,0.5030825155872869,7.251718637078522,10.965217038765699,0.0040932666451664245,0.013434422340180364
TOX4,0.6108704191316024,6.280691061983554,10.877205438349936,0.004203985630895102,0.013754054468943278
MPHOSPH8,0.41670874241461814,7.249240700972185,10.863547493919722,0.004233598689009293,0.013836312505262684
UBE2B,0.40526668101937374,8.407462571457714,10.85078200624577,0.0042449645724976885,0.013858824210844247
STAT4,0.879689629318963,5.776568132519659,10.789236044970316,0.004308640326263347,0.013992908509742977
FAM162A,0.5407693143664972,7.086380223357264,10.807176719356715,0.004313492236966973,0.013993981628315286
C10orf118,0.8340151441179953,5.493466740813249,10.782899187280854,0.0043519309121332365,0.014103901751887296
RPAIN,0.5748628736542494,6.370511286997334,10.740903964583516,0.004409827208401644,0.014246779968687983
SC5D,0.8417964860021091,6.225512333663515,10.602888059556244,0.004469247451627347,0.014393674154824804
SYF2,0.3620081467401989,8.549228685610835,10.626758568935385,0.004570923517721245,0.01464819004824785
DEDD2,0.8091862852664272,5.7169709372671464,10.56778559445168,0.0046191509447545895,0.014753634854505112
LINC00493,0.4832800381533999,7.070018323853516,10.597026488111277,0.004625365804441879,0.01475825480901816
CWC25,0.5507538002772876,6.2894878792816336,10.56216636217512,0.004676895869205888,0.014907304547056873
SURF4,0.8776417410997583,6.185836720993042,10.534161644738655,0.004713369101521855,0.015008104289310846
POLR1D,0.494878371156269,7.041666528541291,10.53157773723737,0.004727328002201423,0.015027321512369636
SOCS3,0.9518708810426391,6.844035252972668,10.536866325417332,0.004729115073682722,0.015027321512369636
RABIF,0.7867747928002254,5.915606016038595,10.508534496071064,0.004758114792872555,0.015103964393785186
COMMD6,0.3452269426610005,9.002438565524976,10.497830162661742,0.004770970759099134,0.015129256659233422
RNF7,0.4583500236664434,7.44896775760602,10.444750143920333,0.00486166766569826,0.015401086412831232
VAMP8,0.3497554979220238,8.118518328620821,10.415576606349285,0.004904730720331649,0.015474150437743582
TOMM7,0.38281923130754336,8.855825106281142,10.352967657803923,0.0050080333194275585,0.015761467054061486
FGFR1OP2,0.7342634020714258,6.5151474866579875,10.351099492170311,0.005021262202037036,0.015761467054061486
SH3KBP1,0.5849719294229154,5.930126781495289,10.213191689240984,0.005095737132047186,0.015962860752718664
DDX18,0.42959480037126885,7.848502858598281,10.254348529818566,0.0051819525807402225,0.016200144684233322
MID1IP1,0.8049796275525145,5.914216815577165,10.144883666523933,0.00531079252357605,0.016504452085317766
TNFAIP8,0.5890064481025536,7.909690814782005,10.179455285790526,0.0053112873269714036,0.016504452085317766
YIPF6,0.8494724393609385,5.483269144896759,10.093338616896709,0.005378019754061149,0.016678327794408074
MED10,0.4237467143980144,7.690017231434575,10.088517859640064,0.005479037339888462,0.016974595162116905
EGLN2,0.538975005921341,6.273543938173695,10.031908702501756,0.005555095870167908,0.017158704309550573
GPR183,0.41427729915134587,9.123749110006045,10.021452341498918,0.005601767437313657,0.017270066055212856
TCEAL8,0.9047140258409059,6.140791957464465,9.97129227485084,0.005689304623280262,0.017468648620091676
BTF3,0.27206381240037386,10.633826949935996,9.941190922872762,0.005756993698559449,0.017641480690140095
MARCH5,0.6665635914108737,5.742213935159289,9.87919572913989,0.0058623923045806985,0.017928956702250257
RABGAP1L,0.6954102797597982,5.943876681272913,9.842175020381863,0.0059537580298845835,0.018136693998516522
MT2A,0.7800165845320136,5.8226664067920275,9.744289508418321,0.006040538613679207,0.018364898830390122
RPS29,0.34697933681550747,9.315498172656788,9.785944849368663,0.0060719666015902,0.018442332317881914
CHMP2A,0.4795971429093037,7.311975247545006,9.72360807357204,0.006211842427930734,0.018805400591215795
N4BP2L2,0.47122375959607216,7.235510137993159,9.722830842441251,0.006212190935837145,0.018805400591215795
KIAA1551,0.5885099471366042,6.511994237408665,9.697918572223374,0.006271707488959937,0.01893103321372166
MYEOV2,0.4389152639604958,7.360520455359306,9.69363062776017,0.006275683385227277,0.01893103321372166
SIKE1,0.7790011057116268,5.546329209565548,9.562266622179347,0.00630120533273574,0.018989513636628153
AKIRIN1,0.6006514202075811,6.695730306382015,9.634293345268034,0.006411654547558955,0.0192660881793155
COX14,0.42896879519681624,7.303737932693732,9.607764658165399,0.006467406299982021,0.01941476478995573
RFC1,0.7763065071927315,5.6054195100249435,9.569885320427458,0.0065452361223647705,0.019629366084030007
RAB27A,0.7868825537545965,5.778297592211795,9.526966891122198,0.006566226758982404,0.019673254423088617
DDIT3,0.5548196737279608,6.1565232505161145,9.51961323389903,0.006676447223604886,0.019964834934354705
MPC1,0.5742869535338572,6.212489991489719,9.485803675060884,0.006753723973238787,0.020156967885413737
PLEKHA1,0.6424165945474115,5.634818684586904,9.376041331648137,0.006815580577053429,0.020282905659596503
GUK1,0.3853397132133141,8.459271271185962,9.425356705541601,0.006881667990380501,0.020427335717870105
DNAJB9,0.4763611479791809,6.744985836276659,9.417436007123335,0.006913817646577116,0.02049642300398101
VDAC3,0.5766983145057609,6.9800916934198085,9.409903314083303,0.006931195985879942,0.020528279020381263
EIF4A2,0.3032271608353447,9.577623675446347,9.39788804587073,0.006947195784663993,0.020555995175463727
RNF113A,0.6933244821886925,5.958666701919963,9.371078211663564,0.0070246176448564325,0.020765225989332052
CHMP1B,0.5953508444465373,6.552155329635655,9.33750247038288,0.0070928312202188605,0.020946863193299022
ANAPC13,0.5856862155893146,5.957558527155187,9.254723783621648,0.007202327673246679,0.02120951869524117
UGP2,0.42763920698843066,7.520998571592093,9.29041080292307,0.007222994577209883,0.021250159901582306
SUCLG1,0.4811822707072148,6.718876830378061,9.16108667464312,0.00756403267125139,0.02204395585454148
UBC,0.2944649515378571,10.625185136729495,9.140014334623322,0.007607298408546031,0.022128372720347716
ARL6IP4,0.3507406860713171,7.836611738989755,9.101218837236283,0.007715826043148724,0.022422987421169296
RPL3,0.2782065575815395,13.529308639895678,9.068272966322711,0.007803310704319427,0.022614399903592163
RAB5A,0.675532497358995,5.934921377407547,9.054422966119088,0.007803622104968799,0.022614399903592163
HMOX2,0.6205234575785692,6.427291175659404,9.004533383946013,0.007815417185999676,0.022614399903592163
FLYWCH2,0.6733890789291707,5.464603629110313,9.040246220954282,0.007818225491710377,0.022614399903592163
CLK3,0.7277541252919015,5.815768211174574,8.970069625543127,0.00804458456056221,0.023225736207966453
RP11-139H15.1,0.7421259448176627,5.582096697980958,8.93613511800475,0.008102040224971544,0.023369817797098725
C18orf21,0.7080538738046758,5.468125512016747,8.931475961821468,0.008118146442128318,0.023394472289001066
FAM104A,0.6687471224353416,5.733016019516083,8.918112268451733,0.008227191702601175,0.023686658901907572
ADSS,0.4589813923262668,6.535663686317866,8.887651168691761,0.008334779865443889,0.023951851145356393
RNF115,0.5425752032773076,5.928384054675311,8.87342545673503,0.008343796063961711,0.02395551838400881
MTERFD2,0.6027618636305578,6.101011028771369,8.870612114772157,0.008354507682196146,0.02396404196144307
RPS18,0.26453750864655307,13.51642496636257,8.804071527112221,0.008576295734474831,0.024532010441958966
IRF3,0.663307084452819,6.233494628799433,8.786779463733946,0.008606831835535844,0.024596624682348512
CLTB,0.6481208181797409,6.779034997891518,8.78445289500018,0.008628411922613065,0.02463554880118767
PRPF38B,0.5708688944053858,7.0619022202916035,8.737549628207127,0.008797580012775277,0.025003223268631296
TUBA4A,0.5840280913289005,6.973807574309899,8.727627178993236,0.008829934391048707,0.02507215315623463
TPGS1,0.6745638127265524,6.2882755016173215,8.717877898571052,0.008881691781330463,0.025172926797818483
PQLC3,0.9209600384262616,5.354080088826232,8.518624599744284,0.009001585454106566,0.025442837425077462
SELK,0.47668105350656903,8.568375201028669,8.666652603853475,0.009014529843005856,0.02545617688330577
DNAJA2,0.4592929014734315,6.539960726223615,8.623020459498594,0.009154336971974276,0.025827413790574644
